no_bap,no_voucher,date,
BAP 16-0052,204/SBM/PRS/15.01,2016-02-01,204/SBM/1/38.4.4/XI/15
BAP 16-0053,005/SPK/EST/16.01,2016-02-02,005/SPK/EST/CG/I/16
BAP 16-0054,004/SPK/EST/16.01,2016-02-02,004/SPK/EST/CG/I/16
BAP 16-0055,012/SPK/EST/16.01,2016-02-02,012/SPK/EST/CG/I/16
BAP 16-0057,181/SPK/EST/15.02,2016-02-04,181/SPK/EST/CG/X/15
BAP 16-0058,209/SBM/Prom/15.03,2016-02-04,209/SBM/Prom/Mkt/XI/15
BAP 16-0059,228/SBM/KSL/15.01,2016-02-11,228/SBM/1/41.1.7/XII/15
BAP 16-0060,096/SBM/RMH/13.09,2016-02-15,096/SBM/1/36.26.1/IV/13
BAP 16-0060,096/SBM/RMH/13.09,2016-02-15,VO.004-096/13
BAP 16-0060,096/SBM/RMH/13.09,2016-02-15,VO.004-096/13
BAP 16-0060,096/SBM/RMH/13.09,2016-02-15,ADD 15-0001
BAP 16-0060,096/SBM/RMH/13.09,2016-02-15,ADD 15-0001
BAP 16-0060,096/SBM/RMH/13.09,2016-02-15,VO.004-096/13
BAP 16-0060,096/SBM/RMH/13.09,2016-02-15,ADD 15-0001
BAP 16-0060,096/SBM/RMH/13.09,2016-02-15,ADD 15-0001
BAP 16-0060,096/SBM/RMH/13.09,2016-02-15,VO.004-096/13
BAP 16-0061,122/SBM/PRS/15.04,2016-02-16,122/SBM/1/1.2.4/VI/15
BAP 16-0061,122/SBM/PRS/15.04,2016-02-16,VO.001-122/15
BAP 16-0062,234/SBM/ME/15.01,2016-02-11,234/SBM/1/41.6.6/XII/15
BAP 16-0063,233/SBM/ME/15.01,2016-02-11,233/SBM/1/41.5.6/XII/15
BAP 16-0064,231/SBM/ME/15.01,2016-02-11,231/SBM/1/41.6.6/XII/15
BAP 16-0065,135/SBM/RMH/15.04,2016-02-11,135/SBM/1/31.26.1/VIII/15
BAP 16-0066,108/SBM/RMH/15.04,2016-02-11,108/SBM/1/31.26.1/VI/15
BAP 16-0067,150/SBM/RMH/15.06,2016-02-11,150/SBM/1/38.26.1/VIII/15
BAP 16-0068,010/SPK/EST/16.02,2016-02-11,010/SPK/EST/CG/I/16
BAP 16-0069,147/SPK/EST/CG/15.06,2016-02-11,147/SPK/EST/CG/VIII/15
BAP 16-0070,148/SPK/EST/IX/15.06,2016-02-11,148/SPK/EST/CG/VIII/15
BAP 16-0071,149/SPK/EST/15.06,2016-02-11,149/SPK/EST/CG/VIII/15
BAP 16-0072,011/SPK/FP/15.02,2016-02-11,011/SPK/FP/CG/I/16
BAP 16-0073,009/SBM/ME/15.02,2016-02-11,009/SPK/EST/CG/I/16
BAP 16-0074,218/SPK/EST/15.01,2016-01-12,218/SPK/EST/CG/XI/15
BAP 16-0075,218/SPK/EST/15.02,2016-01-21,218/SPK/EST/CG/XI/15
BAP 16-0076,218/SPK/EST/15.03,2016-02-11,218/SPK/EST/CG/XI/15
BAP 16-0077,020/SPK/EST/16.01,2016-02-18,020/SPK/EST/CG/I/16
BAP 16-0078,023/SBM/PRS/15.01,2016-02-18,023/SBM/1/41.12.5/II/16
BAP 16-0079,021/SPK/EST/16.01,2016-02-18,021/SPK/EST/CG/I/16
BAP 16-0080,218/SPK/EST/15.04,2016-02-18,218/SPK/EST/CG/XI/15
BAP 16-0081,016/SPK/EST/16.01,2016-02-18,016/SPK/EST/CG/I/16
BAP 16-0081,016/SPK/EST/16.01,2016-02-18,VO.001-016/16
BAP 16-0082,196/SPK/EST/15.05,2016-02-23,196/SPK/EST/CG/XI/15
BAP 16-0083,050/SPK/EST/15.12,2016-02-23,050/SPK/EST/CG/III/15
BAP 16-0084,366/SBM/RMH/13.10,2016-02-23,366/SBM/1/35.26.1/XI/13
BAP 16-0084,366/SBM/RMH/13.10,2016-02-23,VO.002-366/13
BAP 16-0084,366/SBM/RMH/13.10,2016-02-23,VO.002-366/13
BAP 16-0084,366/SBM/RMH/13.10,2016-02-23,VO.002-366/13
BAP 16-0084,366/SBM/RMH/13.10,2016-02-23,VO.002-366/13
BAP 16-0085,015/SBM/RMH/14.07,2016-02-23,015/SBM/1/27.26.1/II/14
BAP 16-0085,015/SBM/RMH/14.07,2016-02-23,VO.001-015/14
BAP 16-0086,067/SBM/RMH/14.07,2016-02-23,067/SBM/1/27.26.1/III/14
BAP 16-0086,067/SBM/RMH/14.07,2016-02-23,VO.001-067/14
