no_voucher,dpp,ppn,pph
178/SPK/EST/13.06,6642300,664230,132846
177/SPK/EST/13.06,6309800,630980,126196
177/SPK/EST/13.06,6309800,630980,126196
370/SBM/PRS/13.01,133120000,13312000,2662400
266/SBM/RMH/13.02,177119324,17711932,5313580
066/SBM/RMH/13.07,88885576,8888558,2666567
153/SBM/RMH/13.05,172814377,17281438,5184431
181/SBM/RMH/13.04,16081658,1608166,321633
181/SBM/RMH/13.04,16081658,1608166,321633
264/SBM/RMH/13.04,49378425,4937842,987568
229/SBM/RMH/13.04,91633931,9163393,1832679
071/SBM/RMH/12.07,15315605,1531560,306312
071/SBM/RMH/12.07,15315605,1531560,306312
071/SBM/RMH/12.07,15315605,1531560,306312
238/SBM/RMH/12.07,39288409,3928841,785768
238/SBM/RMH/12.07,39288409,3928841,785768
072/SBM/RMH/12.07,8384838,838484,167697
162/SBM/ME/12.03,112285000,11228500,2245700
162/SBM/ME/12.03,112285000,11228500,2245700
356/SBM/RMH/13.03,241884374,24188437,4837687
191/SBM/KSL/13.01,7000000,0,175000
028/SBM/1/38.1.7/II/,18000000,0,450000
028/SBM/1/38.1.7/II/,18000000,0,450000
116/SBM/RMH/13.07,66097083,6609708,1982912
289/SBM/PRS/13.01,522500000,52250000,10450000
390/SBM/RMH/13.02,156395351,15639535,4691861
094/SBM/TMN/13.02,2269250,0,68078
094/SBM/TMN/13.02,2269250,0,68078
336/SBM/RMH/13.02,213012142,21301214,4260243
290/SBM/RMH/13.04,212786182,21278618,4255724
373/SBM/RMH/13.01,125550000,12555000,2511000
382/SBM/KSL/13.01,5600000,0,168000
226/SBM/RMH/13.05,20844900,2084490,416898
085/SBM/RMH/13.07,32992948,3299295,659859
125/SBM/PRS/13.03,41796200,4179620,835924
125/SBM/PRS/13.03,41796200,4179620,835924
293/SBM/PRS/13.03,218288145,21828815,4365763
293/SBM/PRS/13.03,218288145,21828815,4365763
293/SBM/PRS/13.03,218288145,21828815,4365763
293/SBM/PRS/13.03,218288145,21828815,4365763
268/SBM/RMH/13.04,156403146,15640315,3128063
329/SBM/RMH/13.02,78147223,7814722,1562944
342/SBM/RMH/13.02,45152401,4515240,903048
014/SBM/RMH/14.01,81648000,8164800,1632960
026/SBM/RMH/14.01   ,150255000,15025500,3005100
147/SBM/RMH/12.09,142405291,14240529,2848106
147/SBM/RMH/12.09,142405291,14240529,2848106
147/SBM/RMH/12.09,142405291,14240529,2848106
147/SBM/RMH/12.09,142405291,14240529,2848106
213/SBM/PRS/13.02,835227,83523,33409
287/SPK/EST/13.02,845000,84500,33800
212/SPK/EST/13.02,1513636,151364,60545
288/SPK/EST/13.02,1225000,122500,49000
232/SBM/PRS/13.05,42567450,0,1064186
232/SBM/PRS/13.05,42567450,0,1064186
232/SBM/PRS/13.05,42567450,0,1064186
232/SBM/PRS/13.05,42567450,0,1064186
105/SBM/RMH/13.04,468395277,46839528,14051858
104/SBM/RMH/13.05,51020914,5102091,1530627
010/SBM/RMH/12.08,26893045,2689305,806791
010/SBM/RMH/12.08,26893045,2689305,806791
010/SBM/RMH/12.08,26893045,2689305,806791
010/SBM/RMH/12.08,26893045,2689305,806791
049/SBM/RMH/12.09,18423745,1842375,552712
049/SBM/RMH/12.09,18423745,1842375,552712
009/SBM/RMH/12.09,24993736,2499374,749812
009/SBM/RMH/12.09,24993736,2499374,749812
009/SBM/RMH/12.09,24993736,2499374,749812
009/SBM/RMH/12.09,24993736,2499374,749812
055/SPK/EST/13.12,45475000,4547500,909500
235/SPK/EST/13.02,15245800,1524580,304916
235/SPK/EST/13.02,15245800,1524580,304916
235/SPK/EST/13.02,15245800,1524580,304916
362/SBM/RMH/13.03,111092240,11109224,4443690
358/SBM/RMH/13.02,316788950,31678895,6335779
305/SBM/RMH/13.03,58003200,5800320,1160064
371/SBM/PRS/13.01,38230850,0,1146926
371/SBM/PRS/13.01,38230850,0,1146926
167/SPK/EST/13.02,1470000,0,36750
269/SBM/RMH/13.06,5605000,560500,168150
269/SBM/RMH/13.06,5605000,560500,168150
145/SBM/RMH/13.08,35865696,3586570,1075971
145/SBM/RMH/13.08,35865696,3586570,1075971
025/SPK/EST/14.01,22000000,0,550000
231/SBM/RMH/13.04,146005740,14600574,2920115
238/SBM/RMH/13.04,334282292,33428229,6685646
016/SBM/RMH/13.06,11005166,1100517,220103
016/SBM/RMH/13.06,11005166,1100517,220103
016/SBM/RMH/13.06,11005166,1100517,220103
016/SBM/RMH/13.06,11005166,1100517,220103
285/SBM/RMH/13.07,213688910,21368891,6410667
285/SBM/RMH/13.07,213688910,21368891,6410667
285/SBM/RMH/13.07,213688910,21368891,6410667
018/SBM/RMH/14.02,92006438,9200644,1840129
006/SPK/EST/14.02,11600000,1160000,348000
006/SPK/EST/14.02,11600000,1160000,348000
319/SBM/RMH/13.02,229408452,22940845,9176338
040/SPK/EST/14.01,72109104,7210910,2163273
039/SPK/EST/14.01,30293969,3029397,908819
232/SBM/RMH/12.07,44056375,4405637,881127
232/SBM/RMH/12.07,44056375,4405637,881127
232/SBM/RMH/12.07,44056375,4405637,881127
290/SBM/RMH/12.07,20272451,2027245,405449
290/SBM/RMH/12.07,20272451,2027245,405449
102/SBM/RMH/13.05,103367712,10336771,3101031
309/SPK/EST/13.05,49084861,4908486,1472546
309/SPK/EST/13.05,49084861,4908486,1472546
111/SBM/RMH/13.07,44909691,4490969,898194
111/SBM/RMH/13.07,44909691,4490969,898194
111/SBM/RMH/13.07,44909691,4490969,898194
111/SBM/RMH/13.07,44909691,4490969,898194
127/SBM/RMH/13.06,42095713,4209571,841914
127/SBM/RMH/13.06,42095713,4209571,841914
127/SBM/RMH/13.06,42095713,4209571,841914
127/SBM/RMH/13.06,42095713,4209571,841914
204/SBM/RMH/13.06,48997143,4899714,1469914
168/SPK/EST/13.02,1432500,0,35812
218/SBM/PRS/13.02,1668550,0,50056
247/SPK/EST/13.03,2768850,0,83066
250/SBM/PRS/13.03,2349400,0,70482
250/SBM/PRS/13.03,2349400,0,70482
209/SBM/PRS/13.02,2060950,0,61828
123/SBM/PRS/13.03,1795200,0,53856
265/SBM/RMH/13.07,37957901,3795790,1138737
265/SBM/RMH/13.07,37957901,3795790,1138737
265/SBM/RMH/13.07,37957901,3795790,1138737
332/SBM/RMH/12.05,74255957,7425596,2970238
299/SBM/RMH/12.07,289066482,28906648,11562659
299/SBM/RMH/12.07,289066482,28906648,11562659
228/SBM/RMH/13.03,124585755,12458576,2491715
303/SBM/RMH/13.03,180328620,18032862,3606572
304/SBM/RMH/13.03,130238936,13023894,2604779
371/SBM/PRS/13.02,2012150,0,60364
371/SBM/PRS/13.02,2012150,0,60364
020/SBM/RMH/14.02,130730767,0,5229231
053/SPK/EST/14.01,55475000,5547500,1109500
390/SBM/RMH/13.03,129704047,12970405,3891121
381/SBM/KSL/13.01,146538000,0,3663450
223/SBM/RMH/12.08,31464091,3146409,1258564
223/SBM/RMH/12.08,31464091,3146409,1258564
223/SBM/RMH/12.08,31464091,3146409,1258564
223/SBM/RMH/12.08,31464091,3146409,1258564
228/SBM/RMH/12.7,39196174,3919617,1567847
228/SBM/RMH/12.7,39196174,3919617,1567847
228/SBM/RMH/12.7,39196174,3919617,1567847
228/SBM/RMH/12.7,39196174,3919617,1567847
203/SBM/PRS/13.03,36000000,3600000,2160000
153/SBM/RMH/13.06,105980088,10598009,3179403
237/SBM/RMH/13.04,82420632,8242063,1648413
311/SBM/RMH/13.04,49625226,4962523,992505
290/SBM/RMH/13.05,202996540,20299654,4059931
373/SBM/RMH/13.02,148140630,14814063,2962813
302/SBM/PRS/12.01,60800000,6080000,2432000
302/SBM/PRS/12.01,60800000,6080000,2432000
322/SBM/PRS/13.01,3888250,388825,77765
369/SBM/PRS/13.02,86215802,8621580,1724316
369/SBM/PRS/13.02,86215802,8621580,1724316
369/SBM/PRS/13.02,86215802,8621580,1724316
042/SBM/PRS/14.01,29772364,2977236,595447
313/SBM/MASJID/13.05,118222901,11822290,2364458
313/SBM/MASJID/13.05,118222901,11822290,2364458
313/SBM/MASJID/13.05,118222901,11822290,2364458
313/SBM/MASJID/13.05,118222901,11822290,2364458
302/SBM/RMH/13.03,35440574,3544057,1063217
365/SBM/RMH/13.02,209625600,20962560,4192512
052/SBM/ME/14.01,19659091,1965909,786364
059/SBM/ME/14.01,26363637,2636364,1054545
051/SPK/EST/14.01,8454546,845455,169091
336/SBM/RMH/13.03,216716531,21671653,4334331
028/SBM/PRS/14.01,138045113,13804511,5521805
356/SBM/RMH/13.04,236768994,23676899,4735380
089/SBM/RMH/13.07,60057480,6005748,1201150
085/SBM/RMH/13.08,16884825,1688482,337696
370/SBM/PRS/13.02,183040000,18304000,3660800
064/SBM/PRS/14.01,98315200,9831520,1966304
031/SBM/TMN/14.01,9999818,999982,299995
032/SBM/TMN/14.01,9142650,914265,274280
026/SBM/RMH/14.02  ,252849114,25284911,5056982
014/SBM/RMH/14.02,131192006,13119201,2623840
380/SPK/EST/13.01,18185076,1818508,545552
380/SPK/EST/13.01,18185076,1818508,545552
380/SPK/EST/13.01,18185076,1818508,545552
380/SPK/EST/13.01,18185076,1818508,545552
380/SPK/EST/13.01,18185076,1818508,545552
380/SPK/EST/13.01,18185076,1818508,545552
270/SBM/RMH/12.08,16421127,1642113,656845
270/SBM/RMH/12.08,16421127,1642113,656845
270/SBM/RMH/12.08,16421127,1642113,656845
320/SBM/RMH/12.07,8092309,809231,323692
320/SBM/RMH/12.07,8092309,809231,323692
050/SBM/RMH/13.07,86964651,8696465,3478586
266/SBM/RMH/13.03,94716216,9471622,2841486
342/SBM/RMH/13.03,98295994,9829599,1965920
329/SBM/RMH/13.03,70274900,7027490,1405498
265/SBM/RMH/13.08,52664300,5266430,1579929
265/SBM/RMH/13.08,52664300,5266430,1579929
285/SBM/RMH/13.08,159602247,15960225,4788067
285/SBM/RMH/13.08,159602247,15960225,4788067
067/SBM/RMH/14.01,79776000,7977600,1595520
027/SBM/RMH/14.01,134399280,13439928,2687986
132/SBM/RMH/13.07,342000000,34200000,6840000
015/SBM/RMH/14.01,100170000,10017000,2003400
364/SBM/PRS/13.02,170692220,17069222,3413844
006/SPK/EST/14.03,5800000,580000,174000
039/SPK/EST/14.02,30293969,3029397,908819
040/SPK/EST/14.02,72109104,7210910,2163273
041/SBM/PRS/14.01,27750000,2775000,555000
018/SBM/RMH/14.03,84041071,8404107,1680821
390/SBM/RMH/13.04,110772090,11077209,3323163
007/SPK/EST/14.01,5143983,514398,102880
007/SPK/EST/14.01,5143983,514398,102880
292/SBM/1/38.26.1/5,86251950,8625195,1725039
318/SBM/RMH/13.03,100440099,10044010,2008802
238/SBM/RMH/13.05,423696960,42369696,8473939
066/SBM/PRS/14.01,4213637,421364,168545
053/SPK/EST/14.02,55475000,5547500,1109500
280/SBM/RMH/12.07,54174476,5417448,1083490
280/SBM/RMH/12.07,54174476,5417448,1083490
280/SBM/RMH/12.07,54174476,5417448,1083490
280/SBM/RMH/12.07,54174476,5417448,1083490
280/SBM/RMH/12.07,54174476,5417448,1083490
020/SBM/RMH/14.03,259937698,0,10397508
060/SBM/ME/14.01,34585000,3458500,691700
037/SBM/ME/14.01,23788950,2378895,475779
319/SBM/RMH/13.03,152413326,15241333,6096533
054/SBM/ME/14.01,27415909,2741591,548318
231/SBM/RMH/13.05,162552375,16255238,3251048
231/SBM/RMH/13.05,162552375,16255238,3251048
231/SBM/RMH/13.05,162552375,16255238,3251048
022/SBM/RMH/13.07,221131517,22113152,4422630
022/SBM/RMH/13.07,221131517,22113152,4422630
022/SBM/RMH/13.07,221131517,22113152,4422630
096/SBM/RMH/13.07,179763412,17976341,3595268
264/SBM/RMH/13.05,40648833,4064883,812977
229/SBM/RMH/13.05,82047447,8204745,1640949
069/SBM/RMH/12.09,14856166,1485617,297123
222/SBM/RMH/12.07,27374327,2737433,547487
222/SBM/RMH/12.07,27374327,2737433,547487
222/SBM/RMH/12.07,27374327,2737433,547487
222/SBM/RMH/12.07,27374327,2737433,547487
222/SBM/RMH/12.07,27374327,2737433,547487
139/SBM/RMH/13.05,145569697,14556970,2911394
139/SBM/RMH/13.05,145569697,14556970,2911394
360/SBM/RMH/13.03,149285052,14928505,5971402
224/SBM/TMN/13.02,2597182,259718,77915
051/SPK/EST/14.02,7609091,760909,152182
240/SBM/PRS/13.05,25450600,0,636265
240/SBM/PRS/13.05,25450600,0,636265
301/SBM/PRS/13.03,5562777,0,139069
301/SBM/PRS/13.03,5562777,0,139069
068/SBM/PROM/14.01,66326531,6632653,1326531
042/SBM/PRS/14.02,40937000,4093700,818740
358/SBM/RMH/13.03,260938875,26093888,5218778
305/SBM/RMH/13.04,140174400,14017440,2803488
075/SBM/RMH/13.6,5760300,576030,172809
075/SBM/RMH/13.6,5760300,576030,172809
075/SBM/RMH/13.6,5760300,576030,172809
075/SBM/RMH/13.6,5760300,576030,172809
298/SBM/JPO/13.03,354545455,35454545,10636364
162/SBM/RMH/13.02,3503840,0,87596
016/SBM/RMH/14.01,177232000,17723200,3544640
016/SBM/RMH/14.01,177232000,17723200,3544640
102/SBM/RMH/13.06,135560458,13556046,4066814
102/SBM/RMH/13.06,135560458,13556046,4066814
102/SBM/RMH/13.06,135560458,13556046,4066814
102/SBM/RMH/13.06,135560458,13556046,4066814
064/SBM/PRS/14.02,85494898,8549490,1709898
296/SBM/RMH/12.07,25363636,2536364,507273
383/SBM/PRS/13.01,13775000,0,413250
343/SBM/PRS/13.01,3521044,0,105631
065/SBM/PRS/14.01,15010000,0,450300
365/SBM/RMH/13.03,142268960,14226896,2845379
054/SBM/RMH/13.10,9127325,912733,273820
054/SBM/RMH/13.10,9127325,912733,273820
035/SBM/RMH/13.10,62712391,6271239,1881372
035/SBM/RMH/13.10,62712391,6271239,1881372
035/SBM/RMH/13.10,62712391,6271239,1881372
035/SBM/RMH/13.10,62712391,6271239,1881372
036/SBM/RMH/13.11,28616131,2861613,858484
051/SBM/RMH/12.11,86828977,8682898,2604869
051/SBM/RMH/12.11,86828977,8682898,2604869
051/SBM/RMH/12.11,86828977,8682898,2604869
146/SBM/RMH/12.10,42925426,4292543,1287763
146/SBM/RMH/12.10,42925426,4292543,1287763
146/SBM/RMH/12.10,42925426,4292543,1287763
197/SBM/RMH/12.08,5170569,517057,155117
197/SBM/RMH/12.08,5170569,517057,155117
197/SBM/RMH/12.08,5170569,517057,155117
050/SBM/RMH/12.12,35405618,3540562,1062169
050/SBM/RMH/12.12,35405618,3540562,1062169
050/SBM/RMH/12.12,35405618,3540562,1062169
305/SBM/RMH/12.06,23338040,2333804,933522
305/SBM/RMH/12.06,23338040,2333804,933522
305/SBM/RMH/12.06,23338040,2333804,933522
305/SBM/RMH/12.06,23338040,2333804,933522
305/SBM/RMH/12.06,23338040,2333804,933522
305/SBM/RMH/12.06,23338040,2333804,933522
268/SBM/RMH/13.05,201460393,20146039,4029208
268/SBM/RMH/13.05,201460393,20146039,4029208
268/SBM/RMH/13.05,201460393,20146039,4029208
300/SBM/PRS/13.03,1588239,0,39706
390/SBM/RMH/13.05,145111438,14511144,4353343
285/SBM/RMH/13.09,65357189,6535719,1960716
285/SBM/RMH/13.09,65357189,6535719,1960716
265/SBM/RMH/13.09,15834124,1583412,475024
265/SBM/RMH/13.09,15834124,1583412,475024
265/SBM/RMH/13.09,15834124,1583412,475024
015/SBM/RMH/14.02,71120700,7112070,1422414
067/SBM/RMH/14.02,61693440,6169344,1233869
309/SPK/EST/13.06,49250737,4925074,1477522
309/SPK/EST/13.06,49250737,4925074,1477522
074/SBM/13.07,71611129,7161113,2148334
074/SBM/13.07,71611129,7161113,2148334
074/SBM/13.07,71611129,7161113,2148334
087/SBM/PROM/14.01,61200000,6120000,1224000
009/SPK/EST/14.01,39665200,0,1189956
006/SPK/EST/14.04,5800000,580000,174000
040/SPK/EST/14.03,72109104,7210910,2163273
039/SPK/EST/14.03,30293969,3029397,908819
091/SBM/PRS/14.01,184188600,0,4604715
126/SBM/RMH/13.07,36391297,3639130,727826
100/SBM/RMH/13.09,21462099,2146210,643863
VOUCHER 13-0002,538462,0,13462
062/SBM/RMH/13.07,77845736,7784574,2335372
062/SBM/RMH/13.07,77845736,7784574,2335372
062/SBM/RMH/13.07,77845736,7784574,2335372
074/SBM/13.08,53828295,5382829,1614849
074/SBM/13.08,53828295,5382829,1614849
074/SBM/13.08,53828295,5382829,1614849
074/SBM/13.08,53828295,5382829,1614849
290/SBM/RMH/13.06,190251534,19025153,3805031
373/SBM/RMH/13.03,141059610,14105961,2821192
089/SBM/PRS/14.01,22327850,0,558196
089/SBM/PRS/14.01,22327850,0,558196
018/SBM/RMH/14.04,75058543,7505854,1501171
356/SBM/RMH/13.05,192045962,19204596,3840919
098/SPK/EST/14.01,59529324,5952932,1190586
393/SBM/ME/13.01,40755000,0,1018875
393/SBM/ME/13.01,40755000,0,1018875
396/SBM/ME/13.01,295450000,29545000,11818000
396/SBM/ME/13.01,295450000,29545000,11818000
396/SBM/ME/13.01,295450000,29545000,11818000
396/SBM/ME/13.01,295450000,29545000,11818000
161/SBM/RMH/13.06,256505579,25650558,5130112
161/SBM/RMH/13.06,256505579,25650558,5130112
133/SBM/RMH/13.08,7154033,715403,214621
102/SPK/EST/14.01,8750000,875000,175000
078/SBM/PRS/14.01,70800000,0,2124000
364/SBM/PRS/13.03,181908850,18190885,3638177
342/SBM/RMH/13.04,89674968,8967497,1793499
342/SBM/RMH/13.04,89674968,8967497,1793499
342/SBM/RMH/13.04,89674968,8967497,1793499
342/SBM/RMH/13.04,89674968,8967497,1793499
329/SBM/RMH/13.04,67874800,6787480,1357496
329/SBM/RMH/13.04,67874800,6787480,1357496
237/SBM/RMH/13.05,90653598,9065360,1813072
311/SBM/RMH/13.05,126860454,12686045,2537209
082/SBM/RMH/14.01,248959125,24895912,4979182
060/SBM/ME/14.02,31126500,3112650,622530
054/SBM/ME/14.02,24674318,2467432,493486
053/SPK/EST/14.03,55475000,5547500,1109500
067/SBM/RMH/12.06,9333000,933300,186660
107/SBM/PRS/14.01,15000000,1500000,300000
040/SBM/RMH/12.06,48654000,4865400,973080
039/SBM/RMH/12.06,47550000,4755000,951000
334/SBM/RMH/12.05,49347068,4934707,986941
334/SBM/RMH/12.05,49347068,4934707,986941
094/SPK/EST/14.01,13400000,0,402000
104/SBM/RMH/13.06,123697866,12369787,3710936
105/SBM/RMH/13.05,251010957,25101096,7530329
336/SBM/RMH/13.04,108976749,10897675,2179535
004/SPK/EST/14.01,6013500,0,180405
004/SPK/EST/14.01,6013500,0,180405
055/SPK/EST/14.01,35150000,0,1054500
114/SBM/PRS/14.01,10000000,0,300000
083/SBM/Prom/14.01,125000000,12500000,2500000
066/SBM/RMH/13.08,64468245,6446824,1934047
066/SBM/RMH/13.08,64468245,6446824,1934047
066/SBM/RMH/13.08,64468245,6446824,1934047
093/SPK/EST/13.02,1660000,166000,49800
275/SPK/EST/13.02,1637027,163703,49111
007/SPK/EST/14.02,6201928,620193,124039
007/SPK/EST/14.02,6201928,620193,124039
007/SPK/EST/14.03,5318347,531835,106367
007/SPK/EST/14.03,5318347,531835,106367
008/SPK/EST/14.01,2441014,244101,48820
008/SPK/EST/14.01,2441014,244101,48820
008/SPK/EST/14.02,2120619,212062,42412
008/SPK/EST/14.02,2120619,212062,42412
008/SPK/EST/14.03,2120619,212062,42412
008/SPK/EST/14.03,2120619,212062,42412
093/SPK/EST/14.01,21850000,0,546250
093/SPK/EST/14.01,21850000,0,546250
241/SBM/PRS/13.02,5629182,562918,112584
303/SBM/PRS/12.02,6708550,670855,134171
303/SBM/PRS/12.02,6708550,670855,134171
236/SBM/PRS/13.02,1071364,107136,21427
323/SBM/PRS/12.03,2727273,272727,54545
239/SBM/PRS/13.02,2675409,267541,53508
319/SBM/RMH/13.04,121930661,12193066,4877226
390/SBM/RMH/13.06,131415980,13141598,3942479
011/SBM/TMN/14.01,41546454,4154645,830929
011/SBM/TMN/14.01,41546454,4154645,830929
011/SBM/TMN/14.01,41546454,4154645,830929
011/SBM/TMN/14.01,41546454,4154645,830929
020/SBM/RMH/14.04,162391271,0,6495651
372/SBM/PROM/13.01,36788750,3678875,735775
318/SBM/RMH/13.04,157040565,15704056,3140811
096/SPK/EST/14.01,18878385,0,566352
018/SBM/RMH/14.05,70158984,7015898,1403180
222/SBM/TMN/13.02,864909,86491,25947
273/SBM/TMN/13.02,1171909,117191,35157
274/SBM/TMN/13.02,1045455,104545,31364
293/SBM/PRS/13.04,26799855,2679985,535997
293/SBM/PRS/13.04,26799855,2679985,535997
051/SPK/EST/14.03,845455,84545,16909
072/SBM/TMN/14.01,46800000,4680000,1404000
072/SBM/TMN/14.01,46800000,4680000,1404000
039/SPK/EST/14.04,30293969,3029397,908819
006/SPK/EST/14.05,5800000,580000,174000
040/SPK/EST/14.04,72109104,7210910,2163273
300/SBM/RMH/12.05,78318076,7831808,3132723
300/SBM/RMH/12.05,78318076,7831808,3132723
298/SBM/RMH/12.08,120955849,12095585,4838234
061/SBM/PRS/13.03,340076364,34007636,6801527
078/SBM/PRS/14.02,153400000,0,4602000
071/SBM/RMH/14.01,220596566,22059657,4411931
071/SBM/RMH/14.01,220596566,22059657,4411931
070/SBM/RMH/14.01,258331752,25833175,5166635
070/SBM/RMH/14.01,258331752,25833175,5166635
016/SBM/RMH/14.02,133971280,13397128,2679426
358/SBM/RMH/13.04,313126650,31312665,6262533
094/SPK/EST/14.02,12060000,0,361800
111/SBM/PRS/14.01,24926545,2492655,498531
266/SBM/RMH/13.04,132459805,13245980,3973794
266/SBM/RMH/13.04,132459805,13245980,3973794
266/SBM/RMH/13.04,132459805,13245980,3973794
056/SPK/EST/14.01,23454716,0,586368
056/SPK/EST/14.01,23454716,0,586368
121/SPK/EST/14.01,8988750,0,269662
221/SBM/RMH/12.09,21690049,2169005,433801
221/SBM/RMH/12.09,21690049,2169005,433801
305/SBM/RMH/13.05,48336000,4833600,966720
305/SBM/RMH/13.05,48336000,4833600,966720
367/SPK/EST/13.02,5668630,0,141716
365/SBM/RMH/13.04,167725920,16772592,3354518
053/SPK/EST/14.04,55475000,5547500,1109500
075/SBM/TMN/14.01,11907000,1190700,238140
075/SBM/TMN/14.01,11907000,1190700,238140
153/SBM/RMH/13.07,305118991,30511899,9153570
106/SBM/PRS/14.01,165950800,16595080,3319016
106/SBM/PRS/14.02,181044025,18104403,3620881
091/SBM/PRS/14.02,209144650,0,5228616
091/SBM/PRS/14.02,209144650,0,5228616
091/SBM/PRS/14.02,209144650,0,5228616
116/SBM/RMH/13.08,25178242,2517824,755347
107/SBM/PRS/14.02,13500000,1350000,270000
128/SBM/PRS/14.01,5750000,0,172500
119/SBM/RMH/14.01,172956000,17295600,3459120
095/SPK/EST/14.01,10450000,0,313500
123/SBM/PRS/14.01,7677500,0,230325
133/SBM/PRS/14.01,4386000,0,131580
038/SPK/EST/14.01,52732231,5273223,1581967
038/SPK/EST/14.01,52732231,5273223,1581967
070/SBM/RMH/12.10,16509150,1650915,330183
070/SBM/RMH/12.10,16509150,1650915,330183
175/SBM/RMH/12.09,6986400,698640,139728
038/SPK/EST/14.02,52545358,5254536,1576361
038/SPK/EST/14.02,52545358,5254536,1576361
135/SBM/RMH/12.09,16642339,1664234,332847
135/SBM/RMH/12.09,16642339,1664234,332847
012/SBM/RMH/13.07,24905989,2490599,498120
012/SBM/RMH/13.07,24905989,2490599,498120
012/SBM/RMH/13.07,24905989,2490599,498120
012/SBM/RMH/13.07,24905989,2490599,498120
048/SBM/RMH/13.06,6221277,622128,124426
048/SBM/RMH/13.06,6221277,622128,124426
048/SBM/RMH/13.06,6221277,622128,124426
048/SBM/RMH/13.06,6221277,622128,124426
022/SBM/RMH/13.08,24921664,2492166,498433
022/SBM/RMH/13.08,24921664,2492166,498433
254/SBM/RMH/12.08,14958431,1495843,299169
254/SBM/RMH/12.08,14958431,1495843,299169
254/SBM/RMH/12.08,14958431,1495843,299169
254/SBM/RMH/12.08,14958431,1495843,299169
102/SPK/EST/14.02,7875000,787500,157500
009/SPK/EST/14.02,154930900,0,4647927
009/SPK/EST/14.02,154930900,0,4647927
009/SPK/EST/14.02,154930900,0,4647927
095/SBM/RMH/12.08,44562531,4456253,891251
095/SBM/RMH/12.08,44562531,4456253,891251
095/SBM/RMH/12.08,44562531,4456253,891251
095/SBM/RMH/12.08,44562531,4456253,891251
095/SBM/RMH/12.08,44562531,4456253,891251
095/SBM/RMH/12.08,44562531,4456253,891251
120/SBM/RMH/12.09,27357520,2735752,1094301
120/SBM/RMH/12.09,27357520,2735752,1094301
120/SBM/RMH/12.09,27357520,2735752,1094301
120/SBM/RMH/12.09,27357520,2735752,1094301
120/SBM/RMH/12.09,27357520,2735752,1094301
231/SBM/RMH/13.06,81312271,8131227,1626245
231/SBM/RMH/13.06,81312271,8131227,1626245
238/SBM/RMH/13.06,423112550,42311255,8462251
269/SBM/RMH/13.07,11474025,1147402,344221
269/SBM/RMH/13.07,11474025,1147402,344221
132/SPK/EST/14.01,12680413,0,380412
092/SPK/EST/14.01,26100000,0,783000
109/SBM/PRS/14.01,21828000,0,654840
336/SBM/RMH/13.05,138416552,13841655,2768331
264/SBM/RMH/13.06,96668174,9666817,3866727
196/SBM/RMH/12.08,14329615,1432961,573185
196/SBM/RMH/12.08,14329615,1432961,573185
131/SBM/RMH/12.08,13678760,1367876,547150
131/SBM/RMH/12.08,13678760,1367876,547150
131/SBM/RMH/12.08,13678760,1367876,547150
131/SBM/RMH/12.08,13678760,1367876,547150
131/SBM/RMH/12.08,13678760,1367876,547150
164/SBM/RMH/12.07,20613690,2061369,824548
164/SBM/RMH/12.07,20613690,2061369,824548
164/SBM/RMH/12.07,20613690,2061369,824548
164/SBM/RMH/12.07,20613690,2061369,824548
164/SBM/RMH/12.07,20613690,2061369,824548
240/SBM/RMH/12.07,17351929,1735193,694077
240/SBM/RMH/12.07,17351929,1735193,694077
240/SBM/RMH/12.07,17351929,1735193,694077
034/SBM/RMH/13.06,59073382,5907338,2362935
034/SBM/RMH/13.06,59073382,5907338,2362935
034/SBM/RMH/13.06,59073382,5907338,2362935
034/SBM/RMH/13.06,59073382,5907338,2362935
014/SBM/RMH/14.03,59570381,5957038,2382815
067/SBM/RMH/13.06,8340654,834065,333626
067/SBM/RMH/13.06,8340654,834065,333626
067/SBM/RMH/13.06,8340654,834065,333626
067/SBM/RMH/13.06,8340654,834065,333626
229/SBM/RMH/12.07,2892867,289287,115715
229/SBM/RMH/12.07,2892867,289287,115715
082/SBM/RMH/13.06,8053500,805350,322140
026/SBM/RMH/14.03 ,108198626,10819863,4327945
018/SBM/RMH/14.06,51853680,5185368,1037074
356/SBM/RMH/13.06,158722918,15872292,3174458
370/SBM/PRS/13.03,16640000,1664000,332800
112/SBM/PROM/14.01,80500000,8050000,1610000
104/SBM/PROM/14.01,49600000,4960000,992000
112/SBM/PROM/14.02,80500000,8050000,1610000
117/SBM/PROM/14.01,38000000,3800000,760000
103/SBM/PROM/14.01,9600000,960000,192000
306/SPK/EST/13.03,3250000,0,97500
114/SPK/EST/13.02,1125000,0,33750
207/SBM/PRS/13.03,3337200,0,100116
126/SBM/PRS/14.01,15302600,0,382565
140/SPK/EST/14.01,7631400,0,190785
130/SPK/EST/14.01,4700000,0,141000
390/SBM/RMH/13.07,124266145,12426614,3727984
298/SBM/JPO/13.04,318036644,31803664,9541099
109/SBM/RMH/13.07,224194600,22419460,4483892
290/SBM/RMH/13.07,289440926,28944093,5788819
319/SBM/RMH/13.05,196834646,19683465,7873386
394//SBM/ME/14.01,1436067500,143606750,0
394//SBM/ME/14.01,1436067500,143606750,0
394//SBM/ME/14.01,1436067500,143606750,0
394//SBM/ME/14.01,1436067500,143606750,0
129/SBM/ME/14.01,6000000,0,180000
