no_voucher,dpp,ppn,pph
033/SBM/TMN/14.02,2720909,272091,81627
041/SPK/FP/15.01,2835052,0,85052
040/SBM/Prom/15.01,123500000,12350000,2470000
028/SBM/ME/15.01,10309278,0,309278
031/SPK/FP/15.01,5250000,525000,210000
095/SBM/TMN/13.04,33089982,3308998,661800
095/SBM/TMN/13.04,33089982,3308998,661800
095/SBM/TMN/13.04,33089982,3308998,661800
095/SBM/TMN/13.04,33089982,3308998,661800
095/SBM/TMN/13.04,33089982,3308998,661800
075/SBM/TMN/14.02,1323000,132300,26460
075/SBM/TMN/14.02,1323000,132300,26460
027/SBM/RMH/15.01,75700208,7570021,1514004
029/SBM/ME/15.01,20000000,0,600000
014/SBM/ME/15.01,15654000,0,469620
220/SPK/EST/14.05,3900000,0,97500
174/SBM/TMN/14.01,25185272,2518527,503705
174/SBM/TMN/14.01,25185272,2518527,503705
279/SBM/RUKO/12.05,139231255,13923126,2784625
279/SBM/RUKO/12.05,139231255,13923126,2784625
279/SBM/RUKO/12.05,139231255,13923126,2784625
279/SBM/RUKO/12.05,139231255,13923126,2784625
279/SBM/RUKO/12.05,139231255,13923126,2784625
279/SBM/RUKO/12.05,139231255,13923126,2784625
140/SPK/EST/14.03,1907850,0,47696
047/SBM/PRS/15.01,18050000,0,451250
030/SPK/EST/15.01,8687500,0,260625
155/SBM/PRS/14.04,9707439,970744,388298
155/SBM/PRS/14.04,9707439,970744,388298
155/SBM/PRS/14.04,9707439,970744,388298
155/SBM/PRS/14.04,9707439,970744,388298
012/SPK/EST/15.03,11222997,1122300,448920
025/SPK/FP/15.03,6600000,660000,264000
013/SPK/EST/15.03,8743168,874317,349727
010/SBM/RMH/15.02,33254480,3325448,665090
IL VO-004/01,13565309,1356531,406959
220/SPK/EST/14.06,3900000,0,97500
023/SPK/ESt/15.02,19846154,0,496154
017/SPK/EST/15.02,9675000,0,241875
038/SPK/EST/15.02,21527712,0,538193
116/SBM/RMH/13.09,16785495,1678550,671420
022/SPK/EST/15.01,5453000,545300,109060
206/SBM/PROM/14.05,2564103,0,64103
019/SPK/EST/15.01,14206041,1420604,568242
019/SPK/EST/15.01,14206041,1420604,568242
019/SPK/EST/15.01,14206041,1420604,568242
019/SPK/EST/15.01,14206041,1420604,568242
019/SPK/EST/15.01,14206041,1420604,568242
015/SBM/RMH/14.05,82473300,8247330,1649466
015/SBM/RMH/14.05,82473300,8247330,1649466
067/SBM/RMH/14.05,60629760,6062976,1212595
067/SBM/RMH/14.05,60629760,6062976,1212595
043/SBM/KSL/15.01,6000000,0,150000
044/SBM/RMH/13.07,25310941,2531094,1012438
044/SBM/RMH/13.07,25310941,2531094,1012438
044/SBM/RMH/13.07,25310941,2531094,1012438
044/SBM/RMH/13.07,25310941,2531094,1012438
320/SBM/RMH/12.08,5394873,539487,215795
320/SBM/RMH/12.08,5394873,539487,215795
270/SBM/RMH/12.09,10947418,1094742,437897
270/SBM/RMH/12.09,10947418,1094742,437897
270/SBM/RMH/12.09,10947418,1094742,437897
050/SBM/RMH/13.08,16065391,1606539,642616
050/SBM/RMH/13.08,16065391,1606539,642616
050/SBM/RMH/13.08,16065391,1606539,642616
050/SBM/RMH/13.08,16065391,1606539,642616
064/SBM/RMH/13.06,50330056,5033006,2013202
064/SBM/RMH/13.06,50330056,5033006,2013202
064/SBM/RMH/13.06,50330056,5033006,2013202
064/SBM/RMH/13.06,50330056,5033006,2013202
035/SBM/PRS/15.01,31954546,3195455,1278182
035/SBM/PRS/15.01,31954546,3195455,1278182
150/SBM/PRS/14.03,1375000,0,41250
128/SBM/PRS/14.03,575000,0,17250
133/SBM/PRS/14.03,438600,0,13158
049/SPK/FP/15.01,12198000,1219800,487920
049/SPK/FP/15.01,12198000,1219800,487920
031/SPK/FP/15.02,4725000,472500,189000
005/SBM/RMH/15.01,225600000,22560000,6768000
056/SPK/FP/15.01,15981662,1598166,639266
056/SPK/FP/15.01,15981662,1598166,639266
054/SPK/EST/15.01,31825699,3182570,1273028
053/SPK/EST/15.01,76683698,7668370,3067348
052/SPK/EST/15.01,30259875,3025988,1210395
313/SBM/MASJID/13.07,11776260,1177626,471050
313/SBM/MASJID/13.07,11776260,1177626,471050
197/SBM/RMH/14.03,55566724,5556672,1111334
032/SBM/ME/15.01,71693130,7169313,2867725
390/SBM/RMH/13.09,3925086,392509,117753
390/SBM/RMH/13.09,3925086,392509,117753
204/SBM/RMH/13.09,7204427,720443,216133
204/SBM/RMH/13.09,7204427,720443,216133
204/SBM/RMH/13.09,7204427,720443,216133
036/SBM/Prom/15.01,27000000,2700000,540000
062/SPK/EST/15.01,6120000,612000,122400
042/SPK/EST/15.01,25736900,2573690,514738
206/SBM/PRS/13.03,23688050,2368805,473761
206/SBM/PRS/13.03,23688050,2368805,473761
066/SBM/PRS/14.03,421364,42136,16855
157/SBM/PRS/14.02,851813,85181,34072
205/SBM/PRS/14.02,466500,0,11662
156/SPK/EST/14.02,460000,0,11500
027/SBM/RMH/15.02,75609368,7560937,1512187
065/SPK/EST/15.01,34585740,3458574,691715
059/SPK/EST/15.01,14241000,0,427230
220/SPK/EST/14.07,3900000,0,97500
238/SBM/RMH/13.08,45277470,4527747,905549
238/SBM/RMH/13.08,45277470,4527747,905549
238/SBM/RMH/13.08,45277470,4527747,905549
318/SBM/RMH/13.07,16865114,1686511,337302
318/SBM/RMH/13.07,16865114,1686511,337302
318/SBM/RMH/13.07,16865114,1686511,337302
026/SBM/RMH/14.06,117524453,11752445,4700978
014/SBM/RMH/14.06,80875066,8087507,3235003
020/SPK/EST/15.02,9900000,0,297000
085/SBM/RMH/13.10,25012191,2501219,500244
085/SBM/RMH/13.10,25012191,2501219,500244
085/SBM/RMH/13.10,25012191,2501219,500244
085/SBM/RMH/13.10,25012191,2501219,500244
085/SBM/RMH/13.10,25012191,2501219,500244
085/SBM/RMH/13.10,25012191,2501219,500244
085/SBM/RMH/13.10,25012191,2501219,500244
085/SBM/RMH/13.10,25012191,2501219,500244
085/SBM/RMH/13.10,25012191,2501219,500244
043/SBM/KSL/15.02,6000000,0,150000
105A/SBM/RUKO/14.05,205380747,20538075,6161422
016/SBM/Prom/15.01,3500000,350000,70000
015/SBM/Prom/15.01,4500000,450000,90000
105/SBM/RMH/14.06,393672961,39367296,11810189
018/SBM/RMH/14.10,31771732,3177173,635435
018/SBM/RMH/14.10,31771732,3177173,635435
032/SBM/TMN/14.02,1015850,101585,30476
072/SBM/PRS/15.01,17500000,0,437500
126/SBM/RMH/13.09,7261920,726192,145238
022/SBM/RMH/13.09,16614443,1661444,332289
022/SBM/RMH/13.09,16614443,1661444,332289
048/SBM/RMH/13.07,3353087,335309,67062
048/SBM/RMH/13.07,3353087,335309,67062
025/SPK/FP/15.04,6600000,660000,264000
013/SPK/EST/15.04,8743168,874317,349727
012/SPK/EST/15.04,11222997,1122300,448920
053/SPK/EST/15.02,76683698,7668370,3067348
052/SPK/EST/15.02,30259875,3025988,1210395
054/SPK/EST/15.02,31825699,3182570,1273028
183/SBM/RMH/14.04,68910435,6891044,1378209
057/SBM/MO/15.01,31378500,3137850,627570
220/SPK/EST/14.08,3900000,0,97500
228/SBM/RMH/13.04,245828745,24582874,4916575
228/SBM/RMH/13.04,245828745,24582874,4916575
254/SBM/RMH/12.09,9972288,997229,199446
254/SBM/RMH/12.09,9972288,997229,199446
254/SBM/RMH/12.09,9972288,997229,199446
254/SBM/RMH/12.09,9972288,997229,199446
195/SBM/RMH/14.05,40480189,4048019,809604
195/SBM/RMH/14.05,40480189,4048019,809604
195/SBM/RMH/14.05,40480189,4048019,809604
195/SBM/RMH/14.05,40480189,4048019,809604
195/SBM/RMH/14.05,40480189,4048019,809604
195/SBM/RMH/14.05,40480189,4048019,809604
195/SBM/RMH/14.05,40480189,4048019,809604
195/SBM/RMH/14.05,40480189,4048019,809604
058/SBM/PRS/15.01,42392709,4239271,847854
058/SBM/PRS/15.01,42392709,4239271,847854
058/SBM/PRS/15.01,42392709,4239271,847854
058/SBM/PRS/15.01,42392709,4239271,847854
058/SBM/PRS/15.01,42392709,4239271,847854
303/SBM/RMH/13.04,256850835,25685084,5137017
303/SBM/RMH/13.04,256850835,25685084,5137017
303/SBM/RMH/13.04,256850835,25685084,5137017
304/SBM/RMH/13.05,112437865,11243786,2248757
304/SBM/RMH/13.05,112437865,11243786,2248757
171/SBM/RMH/14.03,38763142,3876314,1162894
059/SPK/EST/15.02,30855500,0,925665
045/SBM/ME/15.01,4739500,473950,189580
070/SPK/EST/15.01,7355850,0,183896
020/SBM/RMH/14.06,26497598,0,1059904
020/SBM/RMH/14.06,26497598,0,1059904
385/SPK/RMH/13.10,57456000,5745600,1723680
390/SBM/RMH/13.10,31924550,3192455,957736
390/SBM/RMH/13.10,31924550,3192455,957736
044/SBM/PRS/15.01,4637500,0,115938
132/SBM/RMH/13.09,40486443,4048644,809729
132/SBM/RMH/13.09,40486443,4048644,809729
035/SBM/RMH/13.13,1590140,159014,47704
035/SBM/RMH/13.13,1590140,159014,47704
035/SBM/RMH/13.13,1590140,159014,47704
048/SBM/Prom/15.01,12469280,1246928,249386
125/SBM/PRS/14.3,9875000,987500,197500
206/SBM/PROM/14.06,2564103,0,64103
071/SPK/EST/15.01,28171750,2817175,1126870
066/SBM/PRS/15.01,9975000,0,299250
265/SBM/RMH/13.11,3011031,301103,90331
265/SBM/RMH/13.11,3011031,301103,90331
265/SBM/RMH/13.11,3011031,301103,90331
050/SBM/RMH/12.13,6774435,677444,203233
050/SBM/RMH/12.13,6774435,677444,203233
050/SBM/RMH/12.13,6774435,677444,203233
050/SPK/EST/15.01,59500000,5950000,1190000
226/SBM/RMH/13.07,8776800,877680,175536
152/SBM/RMH/14.04,9224025,922402,184480
219/SBM/RMH/14.02,206088000,20608800,4121760
219/SBM/RMH/14.02,206088000,20608800,4121760
219/SBM/RMH/14.02,206088000,20608800,4121760
219/SBM/RMH/14.02,206088000,20608800,4121760
219/SBM/RMH/14.02,206088000,20608800,4121760
010/SBM/RMH/15.03,69034773,6903477,1380695
050/SPK/EST/15.02,59500000,5950000,1190000
196/SBM/KSL/14.01,6000000,0,360000
058/SBM/ME/14.02,1400000,140000,28000
057/SBM/ME/14.02,4100000,410000,82000
032/SBM/ME/15.02,133287180,13328718,5331487
032/SBM/ME/15.02,133287180,13328718,5331487
032/SBM/ME/15.02,133287180,13328718,5331487
003/SPK/FP/15.03,33196721,0,829918
003/SPK/FP/15.03,33196721,0,829918
003/SPK/FP/15.03,33196721,0,829918
003/SPK/FP/15.03,33196721,0,829918
197/SBM/RMH/12.09,4525922,452592,135778
197/SBM/RMH/12.09,4525922,452592,135778
051/SBM/RMH/12.12,66690764,6669076,2000723
051/SBM/RMH/12.12,66690764,6669076,2000723
051/SBM/RMH/12.12,66690764,6669076,2000723
051/SBM/RMH/12.12,66690764,6669076,2000723
035/SBM/RMH/13.14,7938836,793884,238165
035/SBM/RMH/13.14,7938836,793884,238165
035/SBM/RMH/13.14,7938836,793884,238165
167/SBM/RMH/12.11,13094961,1309496,392849
167/SBM/RMH/12.11,13094961,1309496,392849
167/SBM/RMH/12.11,13094961,1309496,392849
167/SBM/RMH/12.11,13094961,1309496,392849
167/SBM/RMH/12.11,13094961,1309496,392849
146/SBM/RMH/12.11,22946239,2294624,688387
146/SBM/RMH/12.11,22946239,2294624,688387
146/SBM/RMH/12.11,22946239,2294624,688387
146/SBM/RMH/12.11,22946239,2294624,688387
146/SBM/RMH/12.11,22946239,2294624,688387
146/SBM/RMH/12.11,22946239,2294624,688387
146/SBM/RMH/12.11,22946239,2294624,688387
054/SBM/RMH/13.13,6176996,617700,185310
054/SBM/RMH/13.13,6176996,617700,185310
054/SBM/RMH/13.13,6176996,617700,185310
054/SBM/RMH/13.13,6176996,617700,185310
221/SBM/RMH/14.01,128471083,12847108,2569422
221/SBM/RMH/14.01,128471083,12847108,2569422
181/SBM/RMH/13.06,3420410,342041,68408
181/SBM/RMH/13.06,3420410,342041,68408
268/SBM/RMH/13.07,21712948,2171295,434259
268/SBM/RMH/13.07,21712948,2171295,434259
070/SBM/RMH/14.06,38808982,3880898,776180
070/SBM/RMH/14.06,38808982,3880898,776180
070/SBM/RMH/14.06,38808982,3880898,776180
070/SBM/RMH/14.06,38808982,3880898,776180
016/SBM/RMH/14.07,31380577,3138058,627612
016/SBM/RMH/14.07,31380577,3138058,627612
016/SBM/RMH/14.07,31380577,3138058,627612
016/SBM/RMH/14.07,31380577,3138058,627612
016/SBM/RMH/14.07,31380577,3138058,627612
016/SBM/RMH/14.07,31380577,3138058,627612
016/SBM/RMH/14.07,31380577,3138058,627612
071/SBM/RMH/14.06,38987254,3898725,779745
071/SBM/RMH/14.06,38987254,3898725,779745
071/SBM/RMH/14.06,38987254,3898725,779745
071/SBM/RMH/14.06,38987254,3898725,779745
146/SBM/RMH/13.06,78898157,7889816,1577963
146/SBM/RMH/13.06,78898157,7889816,1577963
146/SBM/RMH/13.06,78898157,7889816,1577963
146/SBM/RMH/13.06,78898157,7889816,1577963
146/SBM/RMH/13.06,78898157,7889816,1577963
146/SBM/RMH/13.06,78898157,7889816,1577963
031/SBM/TMN/14.02,1111091,111109,33333
027/SBM/RMH/14.06,114009560,11400956,2280191
220/SPK/EST/14.09,3900000,0,97500
046/SBM/PRS/15.01,58900000,5890000,1178000
046/SBM/PRS/15.01,58900000,5890000,1178000
046/SBM/PRS/15.01,58900000,5890000,1178000
046/SBM/PRS/15.01,58900000,5890000,1178000
046/SBM/PRS/15.01,58900000,5890000,1178000
046/SBM/PRS/15.01,58900000,5890000,1178000
012/SPK/EST/15.05,11222997,1122300,448920
013/SPK/EST/15.05,8743168,874317,349727
025/SPK/FP/15.05,6600000,660000,264000
052/SPK/EST/15.03,30259875,3025988,1210395
053/SPK/EST/15.03,76683698,7668370,3067348
054/SPK/EST/15.03,31825699,3182570,1273028
217/SBM/PRS/14.03,70428486,0,1760712
217/SBM/PRS/14.03,70428486,0,1760712
217/SBM/PRS/14.03,70428486,0,1760712
217/SBM/PRS/14.03,70428486,0,1760712
319/SBM/RMH/13.07,172116462,17211646,6884658
319/SBM/RMH/13.07,172116462,17211646,6884658
319/SBM/RMH/13.07,172116462,17211646,6884658
319/SBM/RMH/13.07,172116462,17211646,6884658
078/SBM/PRS/14.03,11800000,0,354000
109/SBM/PRS/14.03,3638000,0,109140
087/SPK/EST/15.01,17000000,0,510000
088/SPK/FP/15.01,11500000,0,345000
006/SPK/EST/15.01,1800000,0,54000
031/SPK/FP/15.03,525000,52500,21000
056/SPK/FP/15.02,841140,84114,33646
220/SPK/EST/14.10,3900000,0,97500
090/SPK/EST/15.01,19110900,0,477772
068/SPK/EST/15.01,5870000,0,146750
077/SBM/RMH/15.01,351549818,35154982,7030996
060/SBM/TMN/15.01,11454546,1145455,458182
072/SBM/TMN/14.02,23400000,2340000,936000
079/SPK/EST/15.01,10780000,0,323400
187/SBM/PRS/14.03,3615000,0,90375
208/SBM/ME/14.02,2250000,225000,45000
005/SBM/RMH/15.02,365923200,36592320,10977696
050/SPK/EST/15.03,59500000,5950000,1190000
065/SPK/EST/15.02,38428600,3842860,768572
076/SPK/EST/15.01,14176000,0,425280
076/SPK/EST/15.01,14176000,0,425280
071/SPK/EST/15.02,25354574,2535457,1014183
115/SBM/RMH/14.04,113016940,11301694,2260339
115/SBM/RMH/14.04,113016940,11301694,2260339
115/SBM/RMH/14.04,113016940,11301694,2260339
119/SBM/RMH/14.04,449109080,44910908,8982182
119/SBM/RMH/14.04,449109080,44910908,8982182
119/SBM/RMH/14.04,449109080,44910908,8982182
069/SBM/PRS/15.01,142672900,0,3566822
069/SBM/PRS/15.01,142672900,0,3566822
069/SBM/PRS/15.01,142672900,0,3566822
069/SBM/PRS/15.01,142672900,0,3566822
358/SBM/RMH/13.07,86979625,8697962,1739592
072/SBM/PRS/15.02,15750000,0,393750
010/SBM/RMH/15.04,53285267,5328527,1065705
095/SBM/PROM/15.01,2564102,0,64103
050/SBM/RMH/13.09,5490437,549044,219617
050/SBM/RMH/13.09,5490437,549044,219617
064/SBM/RMH/13.07,9056001,905600,362240
064/SBM/RMH/13.07,9056001,905600,362240
044/SBM/RMH/13.08,5679121,567912,227165
044/SBM/RMH/13.08,5679121,567912,227165
183/SBM/RMH/14.05,54400871,5440087,1088017
237/SBM/RMH/13.07,14364000,1436400,287280
008/SPK/FP/15.02,112730350,0,2818259
008/SPK/FP/15.02,112730350,0,2818259
008/SPK/FP/15.02,112730350,0,2818259
145/SBM/RMH/13.12,25875989,2587599,776280
145/SBM/RMH/13.12,25875989,2587599,776280
145/SBM/RMH/13.12,25875989,2587599,776280
145/SBM/RMH/13.12,25875989,2587599,776280
145/SBM/RMH/13.12,25875989,2587599,776280
089/SBM/KSL/15.01,8510638,0,510638
080/SPK/EST/15.01,17316875,0,432922
098/SPK/EST/15.01,47408800,0,1185220
102/SPK/FP/15.01,10095228,0,302857
220/SPK/EST/14.11,3900000,0,97500
099/SPK/EST/15.01,11950000,0,358500
158/SPK/EST/14.01,8500000,0,255000
158/SPK/EST/14.01,8500000,0,255000
218/SBM/ME/14.02,959275,95928,38371
153/SBM/RMH/14.08,51752210,5175221,1552566
153/SBM/RMH/14.08,51752210,5175221,1552566
153/SBM/RMH/14.08,51752210,5175221,1552566
004/SBM/ME/15.02,1246500,124650,49860
146/SBM/ME/14.03,2855375,285538,114215
215/SBM/ME/14.02,1131238,113124,45250
027/SBM/RMH/14.07,127679316,12767932,2553586
305/SBM/RMH/13.06,15264000,1526400,305280
084/SBM/PRS/15.01,25257000,2525700,505140
081/SBM/Prom/15.01,4500000,450000,0
082/SBM/Prom/15.01,3500000,350000,0
094/SPK/EST/15.01,4211340,0,126340
064/SBM/PRS/14.05,150582435,15058244,3011649
064/SBM/PRS/14.05,150582435,15058244,3011649
064/SBM/PRS/14.05,150582435,15058244,3011649
064/SBM/PRS/14.05,150582435,15058244,3011649
064/SBM/PRS/14.05,150582435,15058244,3011649
064/SBM/PRS/14.05,150582435,15058244,3011649
100/SPK/EST/15.01,35435000,3543500,708700
100/SPK/EST/15.01,35435000,3543500,708700
082/SBM/RMH/14.07,49791825,4979182,995836
027/SBM/RMH/15.03,94736288,9473629,1894726
019/SPK/EST/15.02,747686,74769,29907
019/SPK/EST/15.02,747686,74769,29907
101/SBM/MAL/15.01,45534051,0,1138351
052/SPK/EST/15.04,30259875,3025988,1210395
025/SPK/FP/15.06,6600000,660000,264000
013/SPK/EST/15.06,8743168,874317,349727
012/SPK/EST/15.06,11222997,1122300,448920
054/SPK/EST/15.04,31825699,3182570,1273028
053/SPK/EST/15.04,76683698,7668370,3067348
264/SBM/RMH/13.08,22226846,2222685,889074
264/SBM/RMH/13.08,22226846,2222685,889074
264/SBM/RMH/13.08,22226846,2222685,889074
264/SBM/RMH/13.08,22226846,2222685,889074
229/SBM/RMH/13.07,16912350,1691235,676494
197/SBM/RMH/14.04,92611206,9261121,1852224
106/SBM/PRS/14.05,385438697,38543870,7708774
106/SBM/PRS/14.05,385438697,38543870,7708774
106/SBM/PRS/14.05,385438697,38543870,7708774
106/SBM/PRS/14.05,385438697,38543870,7708774
011/SBM/PRS/15.01,38144330,0,1144330
145/SBM/RMH/14.09,46751722,4675172,1402552
145/SBM/RMH/14.09,46751722,4675172,1402552
145/SBM/RMH/14.09,46751722,4675172,1402552
145/SBM/RMH/14.09,46751722,4675172,1402552
145/SBM/RMH/14.09,46751722,4675172,1402552
145/SBM/RMH/14.09,46751722,4675172,1402552
145/SBM/RMH/14.09,46751722,4675172,1402552
145/SBM/RMH/14.09,46751722,4675172,1402552
145/SBM/RMH/14.09,46751722,4675172,1402552
216/SBM/ME/14.02,696975,69698,27879
092/SBM/PRS/15.01,26804124,0,804124
105/SBM/RMH/14.07,355478946,35547895,10664368
373/SBM/RMH/13.05,213577290,21357729,6407319
373/SBM/RMH/13.05,213577290,21357729,6407319
105A/SBM/RUKO/14.06,104562812,10456281,3136884
090/SPK/EST/15.02,41406950,0,1035174
035/SBM/PRS/15.02,1681818,168182,67273
075/SBM/PRS/15.01,329750000,32975000,820000
075/SBM/PRS/15.01,329750000,32975000,820000
050/SPK/EST/15.04,59500000,5950000,1190000
109/SBM/RMH/13.09,50104950,5010495,1002099
292/SBM/1/38.26.1/9,21634200,2163420,432684
139/SBM/RMH/13.07,10738000,1073800,429520
161/SBM/RMH/13.08,19934070,1993407,797363
161/SBM/RMH/13.08,19934070,1993407,797363
141/SPK/EST/14.3,976500,0,29295
220/SPK/EST/14.12,3900000,0,97500
111/SPK/EST/15.01,48375021,0,1209376
107/SPK/EST/15.01,74722925,0,1868073
109/SPK/EST/15.01,3295000,0,98850
010/SBM/RMH/15.05,75307596,7530760,1506152
113/SBM/PRS/15.01,4370000,0,131100
002/SPK/EST/15.03,1893750,0,56812
002/SPK/EST/15.03,1893750,0,56812
190/SPK/EST/14.03,3966750,0,119002
020/SPK/EST/15.03,1100000,0,33000
087/SPK/EST/15.02,15300000,0,459000
091/SBM/PRS/15.01,59830468,5983047,1196609
091/SBM/PRS/15.01,59830468,5983047,1196609
091/SBM/PRS/15.01,59830468,5983047,1196609
091/SBM/PRS/15.01,59830468,5983047,1196609
093/SPK/EST/15.01,207272727,20727273,8290909
093/SPK/EST/15.01,207272727,20727273,8290909
VOUCHER 15-0001,12750000,0,382500
103/SBM/PROM/15.01,80500000,8050000,0
210/SPK/EST/14.01,59400000,5940000,1782000
210/SPK/EST/14.01,59400000,5940000,1782000
210/SPK/EST/14.01,59400000,5940000,1782000
095/SBM/PROM/15.02,2564102,0,64103
078/SPK/EST/15.01,4500000,450000,0
083/SPK/EST/15.01,7790000,779000,155800
088/SPK/FP/15.02,10350000,0,310500
311/SBM/RMH/13.07,14364000,1436400,287280
077/SBM/RMH/15.02,592033331,59203333,11840667
119/SPK/EST/15.01,6530253,653025,261210
092/SPK/EST/14.03,2900000,0,87000
084/SBM/PRS/15.02,41286776,4128678,825736
104/SPK/EST/15.01,3900000,0,97500
110/SPK/FP/15.01,6600000,660000,264000
106/SPK/EST/15.01,11222997,1122300,448920
105/SPK/EST/15.01,8743168,874317,349727
054/SPK/EST/15.05,31825699,3182570,1273028
053/SPK/EST/15.05,76683698,7668370,3067348
052/SPK/EST/15.05,30259875,3025988,1210395
026/SBM/RMH/14.07,28224425,2822442,1128977
026/SBM/RMH/14.07,28224425,2822442,1128977
221/SBM/RMH/14.02,46176936,4617694,923539
221/SBM/RMH/14.02,46176936,4617694,923539
221/SBM/RMH/14.02,46176936,4617694,923539
221/SBM/RMH/14.02,46176936,4617694,923539
112/SPK/EST/15.01,4300000,0,129000
366/SBM/RMH/13.09,28728000,2872800,574560
061/SBM/PRS/15.01,8500000,0,510000
VOUCHER 15-0002,15000000,0,900000
122/SPK/EST/14.01,3917525,0,117526
122/SPK/EST/14.01,3917525,0,117526
104/SPK/EST/15.02,3900000,0,97500
050/SPK/EST/15.05,59500000,5950000,1190000
095/SBM/PROM/15.03,2564102,0,64103
121/SPK/EST/15.01,17765000,0,532950
010/SBM/RMH/15.06,29880220,2988022,1195209
VOUCHER 15-0003,312500000,31250000,750000
VOUCHER 15-0003,312500000,31250000,750000
009/SBM/ME/15.01,87928200,8792820,1758564
009/SBM/ME/15.01,87928200,8792820,1758564
009/SBM/ME/15.01,87928200,8792820,1758564
009/SBM/ME/15.01,87928200,8792820,1758564
009/SBM/ME/15.01,87928200,8792820,1758564
009/SBM/ME/15.01,87928200,8792820,1758564
089/SBM/RMH/13.09,55452404,5545240,1109048
089/SBM/RMH/13.09,55452404,5545240,1109048
089/SBM/RMH/13.09,55452404,5545240,1109048
089/SBM/RMH/13.09,55452404,5545240,1109048
089/SBM/RMH/13.09,55452404,5545240,1109048
089/SBM/RMH/13.09,55452404,5545240,1109048
089/SBM/RMH/13.09,55452404,5545240,1109048
089/SBM/RMH/13.09,55452404,5545240,1109048
089/SBM/RMH/13.09,55452404,5545240,1109048
124/SPK/EST/15.01,14848500,0,445455
104/SPK/EST/15.03,3900000,0,97500
057/SBM/MO/15.02,1715040,171504,34301
005/SBM/RMH/15.03,165740800,16574080,4972224
122/SBM/PRS/15.01,162450000,16245000,4873500
122/SBM/PRS/15.01,162450000,16245000,4873500
122/SBM/PRS/15.01,162450000,16245000,4873500
053/SPK/EST/15.06,76683699,7668370,3067348
054/SPK/EST/15.06,31825699,3182570,1273028
105/SPK/EST/15.02,8743168,874317,349727
106/SPK/EST/15.02,11222997,1122300,448920
110/SPK/FP/15.02,6600000,660000,264000
052/SPK/EST/15.06,30259875,3025988,1210395
108/SBM/RMH/15.01,49795502,4979550,995910
305/SBM/RMH/13.07,29826975,2982698,596540
305/SBM/RMH/13.07,29826975,2982698,596540
305/SBM/RMH/13.07,29826975,2982698,596540
305/SBM/RMH/13.07,29826975,2982698,596540
305/SBM/RMH/13.07,29826975,2982698,596540
015/SBM/RMH/14.06,38009471,3800947,760189
015/SBM/RMH/14.06,38009471,3800947,760189
015/SBM/RMH/14.06,38009471,3800947,760189
015/SBM/RMH/14.06,38009471,3800947,760189
033/SPK/EST/15.01,11400000,1140000,228000
067/SBM/RMH/14.06,32751409,3275141,655028
067/SBM/RMH/14.06,32751409,3275141,655028
067/SBM/RMH/14.06,32751409,3275141,655028
067/SBM/RMH/14.06,32751409,3275141,655028
137/SPK/FP/15.01,11604000,0,348120
365/SBM/RMH/13.09,50880000,5088000,1017600
103/SBM/PROM/15.02,80500000,8050000,0
131/SBM/PROM/15.01,50000000,5000000,0
125/SPK/EST/15.01,8837000,0,265110
125/SPK/EST/15.01,8837000,0,265110
099/SPK/EST/15.02,10755000,0,322650
195/SBM/RMH/14.06,6242429,624243,249697
195/SBM/RMH/14.06,6242429,624243,249697
195/SBM/RMH/14.06,6242429,624243,249697
195/SBM/RMH/14.06,6242429,624243,249697
027/SBM/RMH/15.04,91667905,9166790,1833358
077/SBM/RMH/15.03,287216201,28721620,5744324
104/SPK/EST/15.04,3900000,0,97500
114/SPK/EST/15.02,27625000,0,828750
128/SBM/PRS/15.01,10070646,0,251766
128/SBM/PRS/15.01,10070646,0,251766
139/SPK/EST/15.01,4645000,0,139350
140/SBM/PRS/15.01,24860000,0,745800
034/SPK/EST/15.01,1000000,0,25000
217/SBM/PRS/14.04,12835050,0,320876
050/SPK/EST/15.06,59500000,5950000,1190000
146/SBM/PRS/15.01,76778182,7677818,1535564
129/SBM/PRS/15.01,8400000,0,252000
126/SPK/EST/15.01,14811000,0,444330
126/SPK/EST/15.01,14811000,0,444330
136/SPK/EST/CG/VIII/,6175000,0,154375
095/SBM/PROM/15.04,2564102,0,64103
141/SBM/PRS/15.01,4025000,0,120750
150/SBM/RMH/15.01,41522250,4152225,1660890
319/SBM/ME/13.02,7638441,763844,305538
106/SBM/ME/12.02,6461284,646128,258451
104/SPK/EST/15.05,3900000,0,97500
113/SBM/PRS/14.02,8600091,860009,258003
113/SBM/PRS/14.02,8600091,860009,258003
138/SBM/PRS/14.02,1026400,102640,30792
148/SPK/EST/14.02,613636,61364,18409
134/SBM/ME/15.01,59250000,5925000,1185000
342/SBM/RMH/13.06,9602827,960283,192057
342/SBM/RMH/13.06,9602827,960283,192057
329/SBM/RMH/13.06,10105680,1010568,202114
026/SBM/RMH/14.08,30942298,3094230,1237692
026/SBM/RMH/14.08,30942298,3094230,1237692
014/SBM/RMH/14.07,16329600,1632960,653184
231/SBM/RMH/13.08,17521364,1752136,350427
231/SBM/RMH/13.08,17521364,1752136,350427
238/SBM/RMH/13.09,62440830,6244083,1248817
238/SBM/RMH/13.09,62440830,6244083,1248817
318/SBM/RMH/13.08,14787686,1478769,295754
318/SBM/RMH/13.08,14787686,1478769,295754
132/SPK/EST/15.01,14482367,1448237,289647
