project_id,no_spk,no_bap,no,date,termyn,job_percent,payment_percent,nilai,retensi
3,175/SBM/1/35.26.1/VIII/12,BAP 13-0778,175/SBM/1/35.26.1/VIII/12,2013-07-04,7,0,3,10479600,0
3,011/SPK/EST/CG/I/13,BAP 13-0779,011/SPK/EST/CG/I/13,2013-08-11,2,0,10,358500,0
3,049/SPK/EST/CG/II/13,BAP 13-0781,049/SPK/EST/CG/II/13,2013-05-28,4,17,17,75760131,0
3,049/SPK/EST/CG/II/13,BAP 13-0781,IL.004/K-049/13,2013-07-25,1,0,100,-28057962,0
3,049/SPK/EST/CG/II/13,BAP 13-0782,049/SPK/EST/CG/II/13,2013-06-28,5,17,17,75760131,0
3,049/SPK/EST/CG/II/13,BAP 13-0782,IL.005/K-049/13,2013-09-09,1,0,100,-27140421,0
3,146/SBM/1/38.26.1/V/13,BAP 13-0784,146/SBM/1/38.26.1/V/13,2013-06-24,2,15,15,147347038,7367352
3,223/SPK/EST/CG/VIII/13,BAP 13-0787,223/SPK/EST/CG/VIII/13,2013-08-01,1,100,95,11692307,0
3,049/SPK/EST/CG/II/13,BAP 13-0788,049/SPK/EST/CG/II/13,2013-07-28,6,17,17,75760131,0
3,049/SPK/EST/CG/II/13,BAP 13-0788,IL.006/K-049/13,2013-10-03,1,0,100,-28256348,0
3,135/SBM/1/27.4.4/V/13,BAP 13-0789,135/SBM/1/27.4.4/V/13,2013-05-22,0,0,50,55500000,0
3,135/SBM/1/27.4.4/V/13,BAP 13-0789,135/SBM/1/27.4.4/V/13,2013-05-22,1,100,45,49950000,0
3,204/SBM/1/36.26.1/VII/13,BAP 13-0791,204/SBM/1/36.26.1/VII/13,2013-07-05,0,0,15,97929000,0
3,233/SBM/1/36.26.1/X/12,BAP 13-0792,233/SBM/1/36.26.1/X/12,2013-07-15,8,9,9,38192256,1909613
3,333/SBM/1/38.26.1/XII/12,BAP 13-0793,333/SBM/1/38.26.1/XII/12,2013-03-14,4,10,10,211627004,10581350
3,124/SPK/EST/CG/V/13,BAP 13-0794,124/SPK/EST/CG/V/13,2013-09-10,2,0,5,936350,0
3,175/SBM/1/1.4.4/VI/13,BAP 13-0795,175/SBM/1/1.4.4/VI/13,2013-07-17,2,10,10,13123427,656171
3,175/SBM/1/1.4.4/VI/13,BAP 13-0795,175/SBM/1/1.4.4/VI/13,2013-08-17,3,10,10,13123427,656171
3,175/SBM/1/1.4.4/VI/13,BAP 13-0795,175/SBM/1/1.4.4/VI/13,2013-09-17,4,10,10,13123427,656171
3,175/SBM/1/1.4.4/VI/13,BAP 13-0795,175/SBM/1/1.4.4/VI/13,2013-10-17,5,10,10,13123427,656171
3,209/SBM/1/1.4.4/VII/13,BAP 13-0796,209/SBM/1/1.4.4/VII/13,2013-07-12,1,55,50,20609500,0
3,209/SBM/1/1.4.4/VII/13,BAP 13-0796,209/SBM/1/1.4.4/VII/13,2013-08-12,2,45,45,18548550,0
3,248/SPK/EST/CG/IX/13,BAP 13-0797,248/SPK/EST/CG/IX/13,2013-09-30,0,0,50,21750000,0
3,205/SBM/PROM/Mkt/VII/13,BAP 13-0800,205/SBM/PROM/Mkt/VII/13,2013-07-11,1,100,100,168181818,0
3,152/SBM/1/27.26.1/V/13,BAP 13-0801,152/SBM/1/27.26.1/V/13,2013-06-28,1,32,17,273692640,25646723
3,074/SBM/1/36.26.1/III/13,BAP 13-0803,074/SBM/1/36.26.1/III/13,2013-05-22,3,16,16,104756017,5237801
3,062/SBM/1/35.26.1/III/13,BAP 13-0804,062/SBM/1/35.26.1/III/13,2013-06-28,4,15,15,102944520,5147226
3,102/SBM/1/38.26.1/IV/13,BAP 13-0805,102/SBM/1/38.26.1/IV/13,2013-04-18,1,36,21,180173188,15449550
3,298/SBM/1/38.26.1/XI/12,BAP 13-0808,298/SBM/1/38.26.1/XI/12,2013-02-23,4,12,12,210770648,10538532
3,292/SBM/1/38.26.1/IX/13,BAP 13-0809,292/SBM/1/38.26.1/IX/13,2013-09-16,0,0,15,108171000,0
3,111/SBM/1/35.26.1/IV/13,BAP 13-0810,111/SBM/1/35.26.1/IV/13,2013-08-25,5,5,5,30579545,1528977
3,127/SBM/1/35.26.1/V/13,BAP 13-0811,127/SBM/1/35.26.1/V/13,2013-08-09,4,14,14,70370673,3518534
3,127/SBM/1/35.26.1/V/13,BAP 13-0811,127/SBM/1/35.26.1/V/13,2013-09-09,5,17,17,85450103,4272505
3,226/SBM/1/36.26.1/VII/13,BAP 13-0812,226/SBM/1/36.26.1/VII/13,2013-07-31,1,35,20,87768000,7679700
3,207/SBM/1/1.4.4/VII/13,BAP 13-0813,207/SBM/1/1.4.4/VII/13,2013-08-11,2,45,45,30034800,0
3,325/SBM/1/38.26.1/XII/12,BAP 13-0814,325/SBM/1/38.26.1/XII/12,2013-03-20,4,5,5,7063964,353197
3,325/SBM/1/38.26.1/XII/12,BAP 13-0814,325/SBM/1/38.26.1/XII/12,2013-04-20,5,9,9,13082391,654121
3,325/SBM/1/38.26.1/XII/12,BAP 13-0814,IL.001/T-325/12,2013-07-23,4,14,14,783004,39150
3,234/SBM/1/36.7.6/X/12,BAP 13-0815,234/SBM/1/36.7.6/X/12,2013-04-08,4,0,5,19131600,0
3,232/SBM/1/5.13.4/VIII/13,BAP 13-0816,232/SBM/1/5.13.4/VIII/13,2013-08-23,1,55,25,112472250,0
3,240/SBM/1/27.3.4/VIII/13,BAP 13-0817,240/SBM/1/27.3.4/VIII/13,2013-08-23,1,55,25,106094750,0
3,066/SBM/1/31.26.1/III/13,BAP 13-0819,066/SBM/1/31.26.1/III/13,2013-06-08,3,9,9,50376392,2518820
3,006/SBM/1/38.6.6/I/13,BAP 13-0820,006/SBM/1/38.6.6/I/13,2013-06-15,2,0,5,2655500,0
3,113/SBM/1/27.5.6/IV/13,BAP 13-0822,113/SBM/1/27.5.6/IV/13,2013-07-31,2,0,5,5173400,0
3,331/SPK/EST/CG/XII/12,BAP 13-0823,331/SPK/EST/CG/XII/12,2013-06-06,3,0,5,4602150,0
3,297/SBM/1/1.6.6/XI/12,BAP 13-0824,297/SBM/1/1.6.6/XI/12,2013-05-28,2,0,5,9545455,0
3,277/SBM/1/19.5.6/XI/12,BAP 13-0825,277/SBM/1/19.5.6/XI/12,2013-03-30,2,0,5,6818900,0
3,326/SPK/EST/CG/XII/12,BAP 13-0826,326/SPK/EST/CG/XII/12,2013-06-06,3,0,5,8317450,0
3,002/SPK/EST/CG/I/13,BAP 13-0827,002/SPK/EST/CG/I/13,2013-01-09,0,0,50,29762000,0
3,002/SPK/EST/CG/I/13,BAP 13-0828,002/SPK/EST/CG/I/13,2013-01-09,1,100,45,26785800,0
3,208/SBM/1/1.1.7/VII/13,BAP 13-0830,208/SBM/1/1.1.7/VII/13,2013-07-12,1,100,100,9116000,0
3,275/SPK/EST/CG/IX/13,BAP 13-0831,275/SPK/EST/CG/IX/13,2013-09-18,0,0,30,4911082,0
3,275/SPK/EST/CG/IX/13,BAP 13-0831,275/SPK/EST/CG/IX/13,2013-09-18,1,30,30,4911082,0
3,275/SPK/EST/CG/IX/13,BAP 13-0831,275/SPK/EST/CG/IX/13,2013-10-18,2,70,30,4911082,0
3,192/SPK/EST/CG/VII/13,BAP 13-0832,192/SPK/EST/CG/VII/13,2013-10-01,4,17,17,5800000,0
3,265/SBM/1/36.26.1/IX/13,BAP 13-0835,265/SBM/1/36.26.1/IX/13,2013-09-16,0,0,15,49117500,0
3,269/SBM/1/36.26.1/IX/13,BAP 13-0836,269/SBM/1/36.26.1/IX/13,2013-09-17,0,0,15,56485125,0
3,247/SPK/EST/CG/IX/13,BAP 13-0838,247/SPK/EST/CG/IX/13,2013-09-02,0,0,50,27688500,0
3,178/SPK/EST/CG/VI/13,BAP 13-0839,178/SPK/EST/CG/VI/13,2013-06-28,1,17,17,7000000,0
3,178/SPK/EST/CG/VI/13,BAP 13-0839,IL.001/K-178/13,2013-10-07,1,0,100,-1750000,0
3,178/SPK/EST/CG/VI/13,BAP 13-0840,178/SPK/EST/CG/VI/13,2013-07-28,2,17,17,7000000,0
3,178/SPK/EST/CG/VI/13,BAP 13-0840,IL.002/K-178/13,2013-10-07,1,0,100,-1400000,0
3,177/SPK/EST/CG/VI/13,BAP 13-0841,177/SPK/EST/CG/VI/13,2013-06-28,1,17,17,7000000,0
3,177/SPK/EST/CG/VI/13,BAP 13-0841,IL.001/K-177/13,2013-10-07,1,0,100,-1400000,0
3,177/SPK/EST/CG/VI/13,BAP 13-0842,177/SPK/EST/CG/VI/13,2013-07-28,2,17,17,7000000,0
3,177/SPK/EST/CG/VI/13,BAP 13-0842,IL..002/K-177/13,2013-10-07,1,0,100,-641200,0
3,072/SBM/1/27.26.1/III/12,BAP 13-0843,072/SBM/1/27.26.1/III/12,2013-02-23,6,0,3,12577257,0
3,301/SBM/1/27.3.4/X/13,BAP 13-0845,301/SBM/1/27.3.4/X/13,2013-10-14,0,0,50,47289775,0
3,055/SPK/EST/CG/III/13,BAP 13-0846,055/SPK/EST/CG/III/13,2013-10-01,8,8,8,45475000,0
3,224/SBM/1/38.12.5/VIII/13,BAP 13-0848,224/SBM/1/38.12.5/VIII/13,2013-08-01,0,0,30,7791545,0
3,224/SBM/1/38.12.5/VIII/13,BAP 13-0848,224/SBM/1/38.12.5/VIII/13,2013-08-01,1,35,30,7791545,0
3,224/SBM/1/38.12.5/VIII/13,BAP 13-0848,224/SBM/1/38.12.5/VIII/13,2013-09-01,2,65,30,7791545,0
3,332/SBM/1/38.26.1/XII/12,BAP 13-0849,332/SBM/1/38.26.1/XII/12,2013-01-14,2,36,36,194973741,9748687
3,273/SBM/1/35.12.5/IX/13,BAP 13-0850,273/SBM/1/35.12.5/IX/13,2013-09-18,0,0,30,3515727,0
3,273/SBM/1/35.12.5/IX/13,BAP 13-0850,273/SBM/1/35.12.5/IX/13,2013-09-18,1,100,60,7031455,0
3,274/SBM/1/35.12.5/IX/13,BAP 13-0851,274/SBM/1/35.12.5/IX/13,2013-09-18,0,0,30,3136364,0
3,274/SBM/1/35.12.5/IX/13,BAP 13-0851,274/SBM/1/35.12.5/IX/13,2013-09-18,1,30,30,3136364,0
3,274/SBM/1/35.12.5/IX/13,BAP 13-0851,274/SBM/1/35.12.5/IX/13,2013-10-18,2,70,30,3136364,0
3,204/SBM/1/36.26.1/VII/13,BAP 13-0852,204/SBM/1/36.26.1/VII/13,2013-07-05,1,45,30,193115988,14552249
3,133/SBM/1/36.26.1/V/13,BAP 13-0853,133/SBM/1/36.26.1/V/13,2013-07-02,3,12,12,29498463,1474923
3,100/SBM/1/36.26.1/IV/13,BAP 13-0854,100/SBM/1/36.26.1/IV/13,2013-07-02,4,12,12,85705315,4285266
3,313/SBM/1/1.16.3/X/13,BAP 13-0855,313/SBM/1/1.16.3/X/13,2013-10-14,0,0,25,142847250,0
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,188/SBM/1/38.26.1/VIII/12,2013-07-25,6,0,3,7755000,0
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.003/T-188/12 (Revisi),2012-11-30,0,0,15,66873,0
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.003/T-188/12 (Revisi),2012-11-30,1,100,85,378945,22291
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.006/T-188/12,2013-07-25,0,0,15,672682,0
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.007/T-188/12,2013-07-25,0,0,15,872727,0
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.006/T-188/12,2013-07-25,1,100,85,3811863,224227
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.007/T-188/12,2013-07-25,1,100,85,4945455,290909
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.003/T-188/12,2013-10-30,2,0,3,26673,0
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.006/T-188/12,2014-01-30,2,0,3,134536,0
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.007/T-188/12,2014-01-30,2,0,3,174545,0
3,188/SBM/1/38.26.1/VIII/12,BAP 13-0856,IL.003/T-188/12 (Revisi),2014-01-31,2,0,3,13375,0
3,095/SBM/1/27.26.1/V/12,BAP 13-0857,095/SBM/1/27.26.1/V/12,2013-04-06,6,0,3,12765060,0
3,264/SBM/1/38.26.1/IX/13,BAP 13-0858,264/SBM/1/38.26.1/IX/13,2013-09-09,0,0,15,84561750,0
3,229/SBM/1/38.26.1/VIII/13,BAP 13-0859,229/SBM/1/38.26.1/VIII/13,2013-08-16,0,0,15,84561750,0
3,285/SBM/1/36.26.1/IX/13,BAP 13-0860,285/SBM/1/36.26.1/IX/13,2013-09-13,0,0,15,205686000,0
3,177/SPK/EST/CG/VI/13,BAP 13-0861,177/SPK/EST/CG/VI/13,2013-08-28,3,17,17,7000000,0
3,177/SPK/EST/CG/VI/13,BAP 13-0861,IL.003/K-177/13,2013-10-21,1,0,100,-700000,0
3,178/SPK/EST/CG/VI/13,BAP 13-0862,178/SPK/EST/CG/VI/13,2013-08-28,3,17,17,7000000,0
3,178/SPK/EST/CG/VI/13,BAP 13-0862,IL.003/K-178/13,2013-10-21,1,0,100,-596400,0
3,041/SBM/1/36.26.1/II/12,BAP 13-0863,041/SBM/1/36.26.1/II/12,2013-01-23,8,0,3,48654000,0
3,041/SBM/1/36.26.1/II/12,BAP 13-0863,IL.002/T-041/12 ,2013-09-30,0,0,15,6529500,0
3,041/SBM/1/36.26.1/II/12,BAP 13-0863,IL.002/T-041/12 ,2013-09-30,1,100,85,37000500,2176500
3,041/SBM/1/36.26.1/II/12,BAP 13-0863,IL.002/T-041/12 ,2014-02-25,2,0,3,1305900,0
3,237/SBM/1/35.26.1/VIII/13,BAP 13-0864,237/SBM/1/35.26.1/VIII/13,2013-08-22,0,0,15,71820000,0
3,163/SPK/EST/CG/VI/13,BAP 13-0865,163/SPK/EST/CG/VI/13,2013-09-23,2,0,5,304124,0
3,263/SPK/EST/CG/IX/13,BAP 13-0866,263/SPK/EST/CG/IX/13,2013-09-17,1,100,95,9975000,0
3,145/SBM/1/36.26.1/V/13,BAP 13-0868,145/SBM/1/36.26.1/V/13,2013-07-24,3,13,13,151354652,7567733
3,054/SBM/1/36.26.1/III/13,BAP 13-0869,054/SBM/1/36.26.1/III/13,2013-09-27,6,8,8,24110122,1205506
3,241/SBM/1/1.4.4/VIII/13,BAP 13-0870,241/SBM/1/1.4.4/VIII/13,2013-08-23,1,100,95,106954454,0
3,203/SBM/1/1.1.8/VII/13,BAP 13-0871,203/SBM/1/1.1.8/VII/13,2013-07-31,0,0,30,54000000,0
3,270/SBM/1/31.26.1/X/12,BAP 13-0872,270/SBM/1/31.26.1/X/12,2013-07-12,6,5,5,26376000,1318800
3,270/SBM/1/31.26.1/X/12,BAP 13-0872,IL.002/T-270/12,2013-10-07,0,0,15,1817864,0
3,270/SBM/1/31.26.1/X/12,BAP 13-0872,IL.002/T-270/12,2013-10-07,1,100,85,10301227,605955
3,270/SBM/1/31.26.1/X/12,BAP 13-0872,IL.003/T-270/13,2013-10-18,0,0,15,1159773,0
3,270/SBM/1/31.26.1/X/12,BAP 13-0872,IL.003/T-270/13,2013-10-18,1,100,85,6572045,386591
3,320/SBM/1/31.26.1/XII/12,BAP 13-0873,320/SBM/1/31.26.1/XII/12,2013-04-05,5,9,9,24081288,1204064
3,320/SBM/1/31.26.1/XII/12,BAP 13-0873,IL.001/T-320/12,2013-10-18,0,0,15,897545,0
3,320/SBM/1/31.26.1/XII/12,BAP 13-0873,IL.001/T-320/12,2013-10-18,1,100,85,5086091,299182
3,036/SBM/1/36.26.1/II/13,BAP 13-0874,036/SBM/1/36.26.1/II/13,2013-09-27,7,8,8,75641975,3782099
3,035/SBM/1/36.26.1/II/13,BAP 13-0875,035/SBM/1/36.26.1/II/13,2013-09-27,6,8,8,90704250,4535212
3,228/SBM/1/5.26.1/IX/12,BAP 13-0877,228/SBM/1/5.26.1/IX/12,2013-01-21,5,8,8,72251747,3612587
3,299/SBM/1/38.26.1/XI/12,BAP 13-0878,299/SBM/1/38.26.1/XI/12,2013-03-20,5,11,11,196332951,9816648
3,298/SBM/1/38.26.1/XI/12,BAP 13-0879,298/SBM/1/38.26.1/XI/12,2013-03-23,5,9,9,157943680,7897184
3,176/SBM/1//27.6.6/VI/13,BAP 13-0880,176/SBM/1//27.6.6/VI/13,2013-06-21,0,0,20,14100000,0
3,176/SBM/1//27.6.6/VI/13,BAP 13-0880,176/SBM/1//27.6.6/VI/13,2013-06-21,1,89,69,48553350,3132668
3,298/SBM/1/1.4.3/X/13,BAP 13-0881,298/SBM/1/1.4.3/X/13,2013-10-04,0,0,30,354545455,0
3,231/SBM/1/5.26.1/VIII/13,BAP 13-0882,231/SBM/1/5.26.1/VIII/13,2013-08-22,0,0,15,117141960,0
3,221/SBM/1/35.26.1/IX/12,BAP 13-0883,221/SBM/1/35.26.1/IX/12,2013-08-22,6,0,3,31342491,0
3,221/SBM/1/35.26.1/IX/12,BAP 13-0883,IL.001/T-221/12,2013-12-25,2,0,3,1192582,0
3,290/SBM/1/36.26.1/IX/13,BAP 13-0884,290/SBM/1/36.26.1/IX/13,2013-09-19,0,0,15,291647727,0
3,305/SBM/1/5.26.1/X/13,BAP 13-0885,305/SBM/1/5.26.1/X/13,2013-10-03,0,0,15,76320000,0
3,306/SPK/EST/CG/X/13,BAP 13-0886,306/SPK/EST/CG/X/13,2013-10-11,0,0,50,32500000,0
3,153/SBM/1/27.26.1/V/13,BAP 13-0887,153/SBM/1/27.26.1/V/13,2013-05-28,1,28,13,186647855,20100538
3,096/SBM/1/36.26.1/IV/13,BAP 13-0889,096/SBM/1/36.26.1/IV/13,2013-07-04,4,9,9,71755642,3587782
3,085/SBM/1/35.26.1/IV/13,BAP 13-0890,085/SBM/1/35.26.1/IV/13,2013-07-02,4,13,13,46779852,2338993
3,089/SBM/1/5.26.1/IV/13,BAP 13-0891,089/SBM/1/5.26.1/IV/13,2013-07-09,4,14,14,61882800,3094140
3,016/SBM/1/38.26.1/I/13,BAP 13-0892,016/SBM/1/38.26.1/I/13,2013-04-28,4,14,14,43964776,2198239
3,016/SBM/1/38.26.1/I/13,BAP 13-0892,016/SBM/1/38.26.1/I/13,2013-05-28,5,17,17,54634590,2731729
3,290/SBM/1/34.26.1/XI/12,BAP 13-0893,290/SBM/1/34.26.1/XI/12,2013-02-14,4,16,16,108506298,5425315
3,290/SBM/1/34.26.1/XI/12,BAP 13-0893,IL.002/T-290/12,2013-07-25,0,0,15,2600455,0
3,290/SBM/1/34.26.1/XI/12,BAP 13-0893,IL.002/T-290/12,2013-07-25,1,43,28,4911392,413152
3,290/SBM/1/34.26.1/XI/12,BAP 13-0893,IL.002/T-290/12,2013-08-25,2,28,28,4911392,245570
3,290/SBM/1/34.26.1/XI/12,BAP 13-0893,IL.002/T-290/12,2013-09-25,3,7,7,1291559,64578
3,290/SBM/1/34.26.1/XI/12,BAP 13-0894,290/SBM/1/34.26.1/XI/12,2013-03-14,5,21,21,137542267,6877113
3,232/SBM/1/34.26.1/IX/12,BAP 13-0895,232/SBM/1/34.26.1/IX/12,2013-01-21,5,6,6,72820367,3641018
3,232/SBM/1/34.26.1/IX/12,BAP 13-0895,IL.001/T-232/12,2013-06-28,5,6,6,6593620,329681
3,232/SBM/1/34.26.1/IX/12,BAP 13-0895,IL.003/T-232/12,2013-10-19,3,6,6,1796596,89830
3,240/SBM/1/27.3.4/VIII/13,BAP 13-0896,240/SBM/1/27.3.4/VIII/13,2013-09-23,2,30,25,106094750,0
3,240/SBM/1/27.3.4/VIII/13,BAP 13-0896,240/SBM/1/27.3.4/VIII/13,2013-10-23,3,40,20,84875800,0
3,223/SBM/1/5.26.1/IX/12,BAP 13-0897,223/SBM/1/5.26.1/IX/12,2013-07-24,6,7,7,51032641,2551632
3,132/SBM/1/27.26.1/V/13,BAP 13-0898,132/SBM/1/27.26.1/V/13,2013-07-03,3,9,9,180000000,9000000
3,269/SBM/1/36.26.1/IX/13,BAP 13-0899,269/SBM/1/36.26.1/IX/13,2013-09-17,1,47,32,121405362,8894524
3,285/SBM/1/36.26.1/IX/13,BAP 13-0900,285/SBM/1/36.26.1/IX/13,2013-09-13,1,24,9,119983500,16283475
3,049/SBM/1/36.26.1/II/12,BAP 13-0902,049/SBM/1/36.26.1/II/12,2013-01-27,7,0,3,26947800,0
3,049/SBM/1/36.26.1/II/12,BAP 13-0902,IL.006/T-049/12,2013-09-10,2,0,3,687818,0
3,009/SBM/1/36.26.1/I/12,BAP 13-0903,009/SBM/1/36.26.1/I/12,2012-12-15,7,0,3,36680850,0
3,009/SBM/1/36.26.1/I/12,BAP 13-0903,IL.005/T-009/12,2013-09-10,2,0,3,85009,0
3,009/SBM/1/36.26.1/I/12,BAP 13-0903,IL.006/T-009/12,2013-09-10,2,0,3,639736,0
3,009/SBM/1/36.26.1/I/12,BAP 13-0903,IL.007/T-009/12,2013-09-10,2,0,3,85009,0
3,010/SBM/1/36.26.1/12,BAP 13-0905,010/SBM/1/36.26.1/12,2013-01-15,6,0,3,39925200,0
3,010/SBM/1/36.26.1/12,BAP 13-0905,IL.003/T-010/12,2013-01-15,2,0,3,85009,0
3,010/SBM/1/36.26.1/12,BAP 13-0905,IL.008/T-010/12,2013-09-10,2,0,3,85138,0
3,010/SBM/1/36.26.1/12,BAP 13-0905,IL.010/T-010/12,2013-11-07,0,0,15,1221105,0
3,010/SBM/1/36.26.1/12,BAP 13-0905,IL.010/T-010/12,2013-11-07,1,100,85,6919593,407035
3,010/SBM/1/36.26.1/12,BAP 13-0905,IL.010/T-010/12,2014-03-12,2,0,3,244221,0
3,234/SBM/1/36.1.8/VIII/13,BAP 13-0906,234/SBM/1/36.1.8/VIII/13,2013-08-26,1,100,100,25368000,0
3,330/SBM/Prom/Mkt/X/13,BAP 13-0907,330/SBM/Prom/Mkt/X/13,2013-09-27,0,0,25,264285714,0
3,283/SPK/EST/CG/IX/13,BAP 13-0908,283/SPK/EST/CG/IX/13,2013-09-26,1,17,17,27085026,0
3,283/SPK/EST/CG/IX/13,BAP 13-0909,283/SPK/EST/CG/IX/13,2013-10-26,2,17,17,27085026,0
3,282/SPK/EST/CG/IX/13,BAP 13-0910,282/SPK/EST/CG/IX/13,2013-09-26,1,17,17,68402027,0
3,282/SPK/EST/CG/IX/13,BAP 13-0911,282/SPK/EST/CG/IX/13,2013-10-26,2,17,17,68402027,0
3,321/SBM/1/1.1.7/X/13,BAP 13-0912,321/SBM/1/1.1.7/X/13,2013-10-23,1,50,50,17250000,0
3,222/SBM/1/30.26.1/IX/12,BAP 13-0913,222/SBM/1/30.26.1/IX/12,2013-01-20,5,31,31,226259120,11312956
3,222/SBM/1/30.26.1/IX/12,BAP 13-0913,Add-01-222/12,2013-05-26,3,31,31,28379984,1418999
3,067/SBM/1/38.26.1/III/13,BAP 13-0914,067/SBM/1/38.26.1/III/13,2013-07-08,4,11,11,15213900,760695
3,067/SBM/1/38.26.1/III/13,BAP 13-0914,067/SBM/1/38.26.1/III/13,2013-08-08,5,17,17,23970000,1198500
3,296/SBM/1/38.26.1/XI/12,BAP 13-0915,296/SBM/1/38.26.1/XI/12,2013-03-23,5,5,5,42864545,2143227
3,164/SBM/1/38.26.1/VII/12,BAP 13-0917,164/SBM/1/38.26.1/VII/12,2013-06-26,6,0,3,21920535,0
3,131/SBM/1/38.26.1/VI/12,BAP 13-0918,131/SBM/1/38.26.1/VI/12,2013-06-02,6,0,3,14518140,0
3,120/SBM/1/38.26.1/VI/12,BAP 13-0919,120/SBM/1/38.26.1/VI/12,2013-05-18,7,0,3,29036280,0
3,182/SBM/1/27.5.6/VI/13,BAP 13-0922,182/SBM/1/27.5.6/VI/13,2013-06-25,0,0,20,37000000,0
3,182/SBM/1/27.5.6/VI/13,BAP 13-0922,182/SBM/1/27.5.6/VI/13,2013-06-25,1,36,16,29600000,3330000
3,182/SBM/1/27.5.6/VI/13,BAP 13-0922,182/SBM/1/27.5.6/VI/13,2013-07-25,2,16,16,29600000,1480000
3,182/SBM/1/27.5.6/VI/13,BAP 13-0922,182/SBM/1/27.5.6/VI/13,2013-08-25,3,16,16,29600000,1480000
3,182/SBM/1/27.5.6/VI/13,BAP 13-0922,182/SBM/1/27.5.6/VI/13,2013-09-25,4,16,16,29600000,1480000
3,182/SBM/1/27.5.6/VI/13,BAP 13-0922,182/SBM/1/27.5.6/VI/13,2013-10-25,5,16,16,29600000,1480000
3,066/SBM/1/31.26.1/III/13,BAP 13-0923,066/SBM/1/31.26.1/III/13,2013-07-08,4,8,8,41163796,2058190
3,311/SBM/1/35.26.1/X/13,BAP 13-0924,311/SBM/1/35.26.1/X/13,2013-09-30,0,0,15,71820000,0
3,181/SBM/1/38.26.1/VI/13,BAP 13-0925,181/SBM/1/38.26.1/VI/13,2013-07-24,2,24,24,39007439,1950372
3,146/SBM/1/38.26.1/V/13,BAP 13-0926,146/SBM/1/38.26.1/V/13,2013-07-24,3,18,18,173200807,8660040
3,280/SBM/1/26.26.1/XI/12,BAP 13-0927,280/SBM/1/26.26.1/XI/12,2013-02-12,4,7,7,79801020,3990051
3,280/SBM/1/26.26.1/XI/12,BAP 13-0927,280/SBM/1/26.26.1/XI/12,2013-03-12,5,17,17,208710360,10435518
3,102/SBM/1/38.26.1/IV/13,BAP 13-0928,102/SBM/1/38.26.1/IV/13,2013-05-18,2,9,9,74542577,3727129
3,229/SBM/1/38.26.1/VIII/13,BAP 13-0929,229/SBM/1/38.26.1/VIII/13,2013-08-16,1,32,17,95160156,8986095
3,264/SBM/1/38.26.1/IX/13,BAP 13-0930,264/SBM/1/38.26.1/IX/13,2013-09-09,1,27,12,70242627,7740219
3,233/SBM/1/36.1.8/VIII/13,BAP 13-0931,233/SBM/1/36.1.8/VIII/13,2013-08-29,1,100,100,2500000,0
3,196/SBM/1/38.26.1/VIII/12,BAP 13-0932,196/SBM/1/38.26.1/VIII/12,2013-08-22,7,0,3,21191820,0
3,196/SBM/1/38.26.1/VIII/12,BAP 13-0932,IL.001/T-196/12,2013-10-29,0,0,15,1513009,0
3,196/SBM/1/38.26.1/VIII/12,BAP 13-0932,IL.001/T-196/12,2013-10-29,1,100,85,8573718,504336
3,196/SBM/1/38.26.1/VIII/12,BAP 13-0932,IL.001/T-196/12,2014-03-14,2,0,3,302602,0
3,251/SBM/1/1.1.7/IX/13,BAP 13-0933,251/SBM/1/1.1.7/IX/13,2013-09-04,1,100,100,35000000,0
3,229/SBM/1/38.26.1/IX/12,BAP 13-0935,229/SBM/1/38.26.1/IX/12,2013-08-09,6,0,3,4238364,0
3,229/SBM/1/38.26.1/IX/12,BAP 13-0935,IL.002/T-229/12,2013-07-02,0,0,15,504682,0
3,229/SBM/1/38.26.1/IX/12,BAP 13-0935,IL.002/T-229/12,2013-07-02,1,100,85,2859863,168227
3,229/SBM/1/38.26.1/IX/12,BAP 13-0935,IL.002/T-229/12,2013-11-14,2,0,3,100936,0
3,333/SBM/1/38.26.1/XII/12,BAP 13-0936,333/SBM/1/38.26.1/XII/12,2013-04-14,5,9,9,180297908,9014895
3,336/SBM/1/38.26.1/X/13,BAP 13-0937,336/SBM/1/38.26.1/X/13,2013-10-21,0,0,15,195310500,0
3,213/SBM/1/36.11.4/VIII/13,BAP 13-0938,213/SBM/1/36.11.4/VIII/13,2013-07-19,1,100,95,15869318,0
3,109/SBM/1/38.26.1/IV/13,BAP 13-0939,109/SBM/1/38.26.1/IV/13,2013-07-04,4,12,12,198749635,9937482
3,212/SPK/EST/CG/VII/13,BAP 13-0940,212/SPK/EST/CG/VII/13,2013-07-19,1,100,95,28759091,0
