project_id,no_spk,no_bap,no,date,termyn,job_percent,payment_percent,nilai,retensi
3,171/SPK/EST/CG/IX/15,BAP 15-0650,171/SPK/EST/CG/IX/15,2015-09-25,0,0,30,7500000,0
3,171/SPK/EST/CG/IX/15,BAP 15-0650,171/SPK/EST/CG/IX/15,2015-09-25,1,100,65,16250000,0
3,201/SPK/EST/CG/XI/15,BAP 15-0652,201/SPK/EST/CG/XI/15,2015-11-05,1,100,100,7401302,0
3,175/SBM/1/1.4.4/VI/13,BAP 15-0653,175/SBM/1/1.4.4/VI/13,2013-12-02,6,0,5,6561714,0
3,125/SBM/1/1.4.4/V/13,BAP 15-0654,125/SBM/1/1.4.4/V/13,2013-09-01,2,0,5,17639900,0
3,125/SBM/1/1.4.4/V/13,BAP 15-0654,VO.001-125/13,2014-06-01,2,0,5,2199800,0
3,154/SBM/1/27.4.4/VII/14,BAP 15-0655,154/SBM/1/27.4.4/VII/14,2014-12-24,5,0,5,3965000,0
3,138/SBM/1/38.4.4/V/13,BAP 15-0656,138/SBM/1/38.4.4/V/13,2013-09-01,2,0,5,1336800,0
3,369/SBM/1/1.4.4/XII/13,BAP 15-0657,369/SBM/1/1.4.4/XII/13,2014-05-08,6,0,5,9075348,0
3,058/SBM/1/1.4.4/III/15,BAP 15-0658,058/SBM/1/1.4.4/III/15,2015-07-24,5,0,5,2231196,0
3,148/SPK/EST/CG/VIII/15,BAP 15-0659,148/SPK/EST/CG/VIII/15,2015-11-26,4,17,17,76368513,0
3,147/SPK/EST/CG/VIII/15,BAP 15-0660,147/SPK/EST/CG/VIII/15,2015-11-21,4,17,17,30259875,0
3,149/SPK/EST/CG/VIII/15,BAP 15-0661,149/SPK/EST/CG/VIII/15,2015-11-21,4,17,17,31439947,0
3,105/SPK/EST/CG/VI/15,BAP 15-0662,105/SPK/EST/CG/VI/15,2015-11-05,6,17,17,8743168,0
3,106/SPK/EST/CG/VI/15,BAP 15-0663,106/SPK/EST/CG/VI/15,2015-11-03,6,17,17,11222997,0
3,110/SPK/FP/CG/VI/15,BAP 15-0664,110/SPK/FP/CG/VI/15,2015-11-12,6,17,17,6600000,0
3,209/SBM/Prom/Mkt/XI/15,BAP 15-0665,209/SBM/Prom/Mkt/XI/15,2015-11-01,1,8,8,2564103,0
3,208/SBM/1/41.26.1/XI/15,BAP 15-0666,208/SBM/1/41.26.1/XI/15,2015-11-13,0,0,15,124967823,0
3,067/SBM/1/36.26.1/III/12,BAP 15-0667,067/SBM/1/36.26.1/III/12,2013-10-26,7,0,2,6222000,0
3,039/SBM/1/36.26.1/II/12,BAP 15-0669,039/SBM/1/36.26.1/II/12,2013-09-25,7,0,2,31700000,0
3,039/SBM/1/36.26.1/II/12,BAP 15-0669,VO.008-039/12,2014-12-09,0,0,15,11075646,0
3,039/SBM/1/36.26.1/II/12,BAP 15-0669,VO.008-039/12,2014-12-09,1,100,85,62761997,3691882
3,039/SBM/1/36.26.1/II/12,BAP 15-0669,VO.008-039/12,2015-04-29,2,0,3,2215129,0
3,039/SBM/1/36.26.1/II/12,BAP 15-0669,VO.007-039/12,2015-08-12,2,0,3,996360,0
3,039/SBM/1/36.26.1/II/12,BAP 15-0669,VO.007-039/12,2015-10-15,0,0,15,4981798,0
3,039/SBM/1/36.26.1/II/12,BAP 15-0669,VO.007-039/12,2015-10-15,1,100,85,28230187,1660599
3,039/SBM/1/36.26.1/II/12,BAP 15-0669,VO.007-039/12,2015-10-15,3,0,2,664240,0
3,039/SBM/1/36.26.1/II/12,BAP 15-0669,VO.008-039/12,2015-11-15,3,0,2,1476753,0
3,304/SBM/1/5.26.1/X/13,BAP 15-0670,304/SBM/1/5.26.1/X/13,2014-10-05,6,0,3,15070753,0
3,304/SBM/1/5.26.1/X/13,BAP 15-0670,VO.003-304/13,2015-07-13,0,0,15,682482,0
3,304/SBM/1/5.26.1/X/13,BAP 15-0670,VO.003-304/13,2015-07-13,1,100,85,3867398,227494
3,304/SBM/1/5.26.1/X/13,BAP 15-0670,VO.003-304/13,2015-09-23,2,0,3,136496,0
3,304/SBM/1/5.26.1/X/13,BAP 15-0670,VO.003-304/13,2015-10-15,3,0,2,90998,0
3,304/SBM/1/5.26.1/X/13,BAP 15-0670,304/SBM/1/5.26.1/X/13,2015-06-07,7,0,2,10047169,0
3,040/SBM/1/36.26.1/II/12,BAP 15-0671,040/SBM/1/36.26.1/II/12,2013-09-25,7,0,2,32436000,0
3,040/SBM/1/36.26.1/II/12,BAP 15-0671,IL.001/K-040/12,2014-03-21,2,0,3,-53850,0
3,040/SBM/1/36.26.1/II/12,BAP 15-0671,IL.001/K-040/12,2014-11-21,3,0,2,-35900,0
3,040/SBM/1/36.26.1/II/12,BAP 15-0671,VO.007-040/12,2015-09-29,0,0,15,1487862,0
3,040/SBM/1/36.26.1/II/12,BAP 15-0671,VO.007-040/12,2015-09-29,1,100,85,8431218,495954
3,040/SBM/1/36.26.1/II/12,BAP 15-0671,VO.007-040/12,2015-09-29,2,0,3,297572,0
3,040/SBM/1/36.26.1/II/12,BAP 15-0671,VO.007-040/12,2015-10-15,3,0,2,198382,0
3,228/SBM/1/5.26.1/VIII/13,BAP 15-0673,228/SBM/1/5.26.1/VIII/13,2014-08-18,6,0,3,28530000,0
3,228/SBM/1/5.26.1/VIII/13,BAP 15-0673,228/SBM/1/5.26.1/VIII/13,2015-04-20,7,0,2,19020000,0
3,228/SBM/1/5.26.1/VIII/13,BAP 15-0673,VO.002-228/13,2015-12-15,0,0,15,4247525,0
3,228/SBM/1/5.26.1/VIII/13,BAP 15-0673,VO.002-228/13,2015-12-15,1,100,85,24069306,1415842
3,228/SBM/1/5.26.1/VIII/13,BAP 15-0673,VO.002-228/13,2015-12-15,2,0,3,849505,0
3,228/SBM/1/5.26.1/VIII/13,BAP 15-0673,VO.002-228/13,2015-12-15,3,0,2,566337,0
3,334/SBM/1/35.26.1/XII/12,BAP 15-0674,334/SBM/1/35.26.1/XII/12,2014-08-07,7,0,2,41122536,0
3,334/SBM/1/35.26.1/XII/12,BAP 15-0674,Add-01-334/12,2014-10-29,3,0,2,-8224491,0
3,334/SBM/1/35.26.1/XII/12,BAP 15-0674,VO.003-334/12,2015-08-07,0,0,15,942740,0
3,334/SBM/1/35.26.1/XII/12,BAP 15-0674,VO.003-334/12,2015-08-07,1,100,85,5342191,314247
3,334/SBM/1/35.26.1/XII/12,BAP 15-0674,VO.003-334/12,2015-09-13,2,0,3,188548,0
3,334/SBM/1/35.26.1/XII/12,BAP 15-0674,VO.003-334/12,2015-10-16,3,0,2,125699,0
3,303/SBM/1/5.26.1/X/13,BAP 15-0675,303/SBM/1/5.26.1/X/13,2014-10-05,6,0,3,28530000,0
3,303/SBM/1/5.26.1/X/13,BAP 15-0675,303/SBM/1/5.26.1/X/13,2015-06-07,7,0,2,19020000,0
3,303/SBM/1/5.26.1/X/13,BAP 15-0675,VO.003-303/13,2015-08-05,0,0,15,1971972,0
3,303/SBM/1/5.26.1/X/13,BAP 15-0675,VO.003-303/13,2015-08-05,1,100,85,11174508,657324
3,303/SBM/1/5.26.1/X/13,BAP 15-0675,VO.003-303/13,2015-10-15,2,0,3,394394,0
3,303/SBM/1/5.26.1/X/13,BAP 15-0675,VO.003-303/13,2015-10-15,3,0,2,262930,0
3,205/SPK/EST/CG/XI/15,BAP 15-0676,205/SPK/EST/CG/XI/15,2015-11-10,0,0,25,14750000,0
3,205/SPK/EST/CG/XI/15,BAP 15-0676,205/SPK/EST/CG/XI/15,2015-11-10,1,100,70,41300000,0
3,108/SBM/1/31.26.1/VI/15,BAP 15-0677,108/SBM/1/31.26.1/VI/15,2015-07-03,2,18,18,59754603,2987730
3,135/SBM/1/31.26.1/VIII/15,BAP 15-0678,135/SBM/1/31.26.1/VIII/15,2015-09-03,2,25,25,83527500,4176375
3,104/SPK/EST/CG/VI/15,BAP 15-0679,104/SPK/EST/CG/VI/15,2016-05-04,12,8,8,3900000,0
3,057/SBM/1/1.27.3/III/15,BAP 15-0680,057/SBM/1/1.27.3/III/15,2015-03-23,1,100,45,28240650,0
3,057/SBM/1/1.27.3/III/15,BAP 15-0680,VO.001-057/15,2015-08-06,1,100,45,1543536,0
3,221/SBM/1/38.26.1/XII/14,BAP 15-0681,VO.001-221/14,2015-03-30,0,0,15,2479019,0
3,221/SBM/1/38.26.1/XII/14,BAP 15-0681,VO.001-221/14,2015-03-30,1,100,85,14047772,826340
3,221/SBM/1/38.26.1/XII/14,BAP 15-0681,VO.001-221/14,2015-12-15,3,0,3,495804,0
3,221/SBM/1/38.26.1/XII/14,BAP 15-0681,221/SBM/1/38.26.1/XII/14,2015-12-15,6,0,3,5515201,0
3,050/SPK/EST/CG/III/15,BAP 15-0682,050/SPK/EST/CG/III/15,2015-12-11,10,8,8,59500000,0
3,196/SPK/EST/CG/XI/15,BAP 15-0683,196/SPK/EST/CG/XI/15,2016-01-02,3,17,17,18900000,0
3,225/SPK/EST/CG/XII/15,BAP 15-0685,225/SPK/EST/CG/XII/15,2015-12-11,1,100,95,31147612,0
3,014/SBM/1/38.26.1/II/14,BAP 15-0686,VO.001-014/14,2015-12-10,0,0,15,3401019,0
3,014/SBM/1/38.26.1/II/14,BAP 15-0686,VO.001-014/14,2015-12-10,1,100,85,19272441,1133673
3,014/SBM/1/38.26.1/II/14,BAP 15-0686,VO.001-014/14,2015-12-17,2,0,3,680204,0
3,077/SBM/1/40.26.2/IV/15,BAP 15-0688,077/SBM/1/40.26.2/IV/15,2015-11-24,6,8,8,184212105,9210605
3,190/SPK/EST/CG/X/15,BAP 15-0689,190/SPK/EST/CG/X/15,2015-10-26,0,0,30,8250000,0
3,211/SPK/EST/CG/XI/15,BAP 15-0690,211/SPK/EST/CG/XI/15,2015-11-23,0,0,50,4054500,0
3,211/SPK/EST/CG/XI/15,BAP 15-0690,211/SPK/EST/CG/XI/15,2015-11-23,1,100,50,4054500,0
3,170/SBM/1/1.6.6/IX/15,BAP 15-0691,170/SBM/1/1.6.6/IX/15,2015-09-22,0,0,50,27090000,0
3,170/SBM/1/1.6.6/IX/15,BAP 15-0691,170/SBM/1/1.6.6/IX/15,2015-09-22,1,100,45,24381000,0
3,229/SBM/1/1.3.4/XII/15,BAP 15-0692,229/SBM/1/1.3.4/XII/15,2015-12-15,0,0,50,13750000,0
3,226/SPK/EST/CG/XII/15,BAP 15-0693,226/SPK/EST/CG/XII/15,2015-12-14,0,0,50,6948283,0
3,226/SPK/EST/CG/XII/15,BAP 15-0693,226/SPK/EST/CG/XII/15,2015-12-14,1,100,50,6948283,0
3,221/SBM/1/41.26.1/XII/15,BAP 16-0001,221/SBM/1/41.26.1/XII/15,2015-12-07,0,0,15,118363636,0
3,222/SPK/EST/CG/XII/15,BAP 16-0002,222/SPK/EST/CG/XII/15,2015-12-04,0,0,50,7248438,0
3,222/SPK/EST/CG/XII/15,BAP 16-0002,222/SPK/EST/CG/XII/15,2015-12-04,1,100,50,7248438,0
3,224/SPK/EST/CG/XII/15,BAP 16-0003,224/SPK/EST/CG/XII/15,2015-12-09,0,0,50,6380125,0
3,224/SPK/EST/CG/XII/15,BAP 16-0003,224/SPK/EST/CG/XII/15,2015-12-09,1,100,50,6380125,0
3,216/SPK/EST/CG/XI/15,BAP 16-0004,216/SPK/EST/CG/XI/15,2015-11-27,1,100,45,24300000,0
3,187/SBM/1/35.4.4/X/15,BAP 16-0006,187/SBM/1/35.4.4/X/15,2015-10-22,1,59,44,454795683,30474405
3,209/SBM/Prom/Mkt/XI/15,BAP 16-0007,209/SBM/Prom/Mkt/XI/15,2015-12-01,2,8,8,2564103,0
3,020/SBM/1/27.26.1/II/14,BAP 16-0008,020/SBM/1/27.26.1/II/14,2015-03-10,6,0,2,16791570,0
3,020/SBM/1/27.26.1/II/14,BAP 16-0008,VO.028-020/14,2016-01-22,3,0,2,873496,0
3,239/SPK/EST/CG/XII/15,BAP 16-0009,239/SPK/EST/CG/XII/15,2015-12-29,1,100,100,8000000,0
3,229/SBM/1/1.3.4/XII/15,BAP 16-0010,229/SBM/1/1.3.4/XII/15,2015-12-22,1,100,45,12375000,0
3,220/SBM/1/31.26.1/XII/15,BAP 16-0011,220/SBM/1/31.26.1/XII/15,2015-12-04,1,100,95,36538461,0
3,150/SBM/1/38.26.1/VIII/15,BAP 16-0012,150/SBM/1/38.26.1/VIII/15,2015-11-21,4,11,11,31086325,1554316
3,227/SPK/EST/CG/XII/15,BAP 16-0013,227/SPK/EST/CG/XII/15,2015-12-14,0,0,50,21680000,0
3,227/SPK/EST/CG/XII/15,BAP 16-0013,227/SPK/EST/CG/XII/15,2015-12-14,1,100,45,19512000,0
3,223/SBM/1/38.4.4/XII/15,BAP 16-0014,223/SBM/1/38.4.4/XII/15,2015-12-04,0,0,15,34675091,0
3,223/SBM/1/38.4.4/XII/15,BAP 16-0014,223/SBM/1/38.4.4/XII/15,2015-12-04,1,32,17,39298436,3698676
3,223/SBM/1/38.4.4/XII/15,BAP 16-0014,223/SBM/1/38.4.4/XII/15,2016-01-04,2,17,17,39298436,1964922
3,223/SBM/1/38.4.4/XII/15,BAP 16-0014,223/SBM/1/38.4.4/XII/15,2016-02-04,3,17,17,39298436,1964922
3,223/SBM/1/38.4.4/XII/15,BAP 16-0014,223/SBM/1/38.4.4/XII/15,2016-03-04,4,17,17,39298436,1964922
3,223/SBM/1/38.4.4/XII/15,BAP 16-0014,223/SBM/1/38.4.4/XII/15,2016-04-04,5,17,17,39298436,1964922
3,219/SPK/FP/CG/XII/15,BAP 16-0015,219/SPK/FP/CG/XII/15,2015-12-01,0,0,50,16700000,0
3,219/SPK/FP/CG/XII/15,BAP 16-0015,219/SPK/FP/CG/XII/15,2015-12-01,1,100,45,15030000,0
3,189/SBM/1/1.12.5/X/15,BAP 16-0016,Add-01/189/15,2016-01-14,1,100,90,3780983,0
3,291/SBM/1/1.6.6/IX/13,BAP 16-0017,291/SBM/1/1.6.6/IX/13,2014-02-20,2,0,5,3479153,0
3,162/SBM/1/1.6.6/VIII/14,BAP 16-0018,162/SBM/1/1.6.6/VIII/14,2015-01-09,2,0,5,2205000,0
3,237/SBM/1/35.26.1/VIII/13,BAP 16-0019,VO.002-237/13,2016-01-14,0,0,15,392708,0
3,237/SBM/1/35.26.1/VIII/13,BAP 16-0019,VO.002-237/13,2016-01-14,1,100,85,2225343,130903
3,237/SBM/1/35.26.1/VIII/13,BAP 16-0019,VO.002-237/13,2016-01-14,2,0,3,78542,0
3,237/SBM/1/35.26.1/VIII/13,BAP 16-0019,237/SBM/1/35.26.1/VIII/13,2015-05-02,7,0,2,9576000,0
3,237/SBM/1/35.26.1/VIII/13,BAP 16-0019,VO.002-237/13,2017-01-13,3,0,2,52361,0
3,149/SPK/EST/CG/VIII/15,BAP 16-0020,149/SPK/EST/CG/VIII/15,2015-12-21,5,17,17,31439947,0
3,148/SPK/EST/CG/VIII/15,BAP 16-0021,148/SPK/EST/CG/VIII/15,2015-12-26,5,17,17,76368513,0
3,147/SPK/EST/CG/VIII/15,BAP 16-0022,147/SPK/EST/CG/VIII/15,2015-12-21,5,17,17,30259875,0
3,001/SBM/1/1.12.5/I/16,BAP 16-0023,001/SBM/1/1.12.5/I/16,2016-01-06,1,100,100,12093250,0
3,199/SPK/EST/CG/XI/15,BAP 16-0024,199/SPK/EST/CG/XI/15,2015-11-04,0,0,25,3755209,0
3,199/SPK/EST/CG/XI/15,BAP 16-0024,199/SPK/EST/CG/XI/15,2015-11-04,1,100,70,10514584,0
3,210//SBM/Prom/Mkt/XI/15,BAP 16-0025,210//SBM/Prom/Mkt/XI/15,2015-11-17,1,100,100,17346938,0
3,060/SBM/1/39.12.5/III/15,BAP 16-0026,060/SBM/1/39.12.5/III/15,2015-10-17,2,0,10,1272727,0
3,072/SBM/1/27.12.5/IV/14,BAP 16-0027,072/SBM/1/27.12.5/IV/14,2014-10-31,4,0,10,7800000,0
3,195/SPK/EST/CG/XI/15,BAP 16-0028,195/SPK/EST/CG/XI/15,2015-11-02,0,0,30,9484637,0
3,195/SPK/EST/CG/XI/15,BAP 16-0028,195/SPK/EST/CG/XI/15,2015-11-02,1,100,60,18969273,0
3,119/SBM/1/29.26.1/VI/14,BAP 16-0030,119/SBM/1/29.26.1/VI/14,2015-07-14,6,0,3,34591200,0
3,119/SBM/1/29.26.1/VI/14,BAP 16-0030,VO.002-119/14,2015-12-07,0,0,15,-1256183,0
3,119/SBM/1/29.26.1/VI/14,BAP 16-0030,VO.002-119/14,2015-12-07,1,100,85,-7118373,-418728
3,119/SBM/1/29.26.1/VI/14,BAP 16-0030,VO.002-119/14,2016-01-21,2,0,3,-251237,0
3,119/SBM/1/29.26.1/VI/14,BAP 16-0030,VO.002-119/14,2016-01-21,3,0,2,-167491,0
3,236/SPK/EST/CG/XII/15,BAP 16-0031,236/SPK/EST/CG/XII/15,2015-12-18,1,100,100,18332474,0
3,230/SBM/1/31.26.1/XII/15,BAP 16-0032,230/SBM/1/31.26.1/XII/15,2015-12-16,1,100,100,7216494,0
3,240/SPK/EST/CG/XII/15,BAP 16-0034,240/SPK/EST/CG/XII/15,2015-12-30,1,100,100,8511000,0
3,050/SPK/EST/CG/III/15,BAP 16-0035,050/SPK/EST/CG/III/15,2016-01-11,11,8,8,59500000,0
3,196/SPK/EST/CG/XI/15,BAP 16-0036,196/SPK/EST/CG/XI/15,2016-02-02,4,17,17,18900000,0
3,187/SBM/1/35.4.4/X/15,BAP 16-0037,187/SBM/1/35.4.4/X/15,2015-11-22,2,15,15,149845380,7492269
3,071/SBM/1/38.26.1/III/14,BAP 16-0038,071/SBM/1/38.26.1/III/14,2015-12-20,7,0,2,10886400,0
3,071/SBM/1/38.26.1/III/14,BAP 16-0038,VO.001-071/14,2016-05-06,3,0,2,462401,0
3,016/SBM/1/5.26.1/II/14,BAP 16-0039,016/SBM/1/5.26.1/II/14,2015-11-20,8,0,2,16960000,0
3,016/SBM/1/5.26.1/II/14,BAP 16-0039,VO.001-016/14,2016-05-06,3,0,2,38666,0
3,016/SBM/1/5.26.1/II/14,BAP 16-0039,VO.002-016/14,2016-05-06,3,0,2,82570,0
3,070/SBM/1/1.38.26.1/IV/14,BAP 16-0040,070/SBM/1/1.38.26.1/IV/14,2016-01-02,7,0,2,13356000,0
3,070/SBM/1/1.38.26.1/IV/14,BAP 16-0040,VO.001-070/14,2016-05-06,3,0,2,383163,0
3,202/SBM/1/35.15.3/XI/15,BAP 16-0041,202/SBM/1/35.15.3/XI/15,2015-11-06,1,100,45,62349842,0
3,215/SPK/EST/CG/XI/15,BAP 16-0042,215/SPK/EST/CG/XI/15,2015-11-27,1,100,95,4940000,0
3,161/SBM/1/38.26.1/IX/15,BAP 16-0043,161/SBM/1/38.26.1/IX/15,2015-09-18,1,32,17,87775195,8314305
3,238/SPK/FP/CG/XII/15,BAP 16-0044,238/SPK/FP/CG/XII/15,2015-12-23,0,0,50,9000000,0
3,238/SPK/FP/CG/XII/15,BAP 16-0044,238/SPK/FP/CG/XII/15,2015-12-23,1,100,45,8100000,0
3,197/SBM/1/35.3.4/XI/15,BAP 16-0045,197/SBM/1/35.3.4/XI/15,2015-10-30,1,85,65,401107538,26201677
3,010/SPK/EST/CG/I/16,BAP 16-0046,010/SPK/EST/CG/I/16,2016-01-01,1,50,50,8743168,0
3,009/SPK/EST/CG/I/16,BAP 16-0047,009/SPK/EST/CG/I/16,2016-01-01,1,50,50,11222997,0
3,011/SPK/FP/CG/I/16,BAP 16-0048,011/SPK/FP/CG/I/16,2016-01-01,1,50,50,6600000,0
3,065/SPK/EST/CG/IV/15,BAP 16-0049,065/SPK/EST/CG/IV/15,2015-08-19,2,0,5,3842860,0
3,221/SBM/1/41.26.1/XII/15,BAP 16-0050,221/SBM/1/41.26.1/XII/15,2015-12-07,1,27,12,96663636,10751364
3,208/SBM/1/41.26.1/XI/15,BAP 16-0051,208/SBM/1/41.26.1/XI/15,2015-12-10,1,29,14,115553580,12026070
3,204/SBM/1/38.4.4/XI/15,BAP 16-0052,204/SBM/1/38.4.4/XI/15,2015-11-10,0,0,45,21375000,0
3,005/SPK/EST/CG/I/16,BAP 16-0053,005/SPK/EST/CG/I/16,2016-01-14,1,100,100,8000000,0
3,004/SPK/EST/CG/I/16,BAP 16-0054,004/SPK/EST/CG/I/16,2016-01-14,1,100,100,6050000,0
3,012/SPK/EST/CG/I/16,BAP 16-0055,012/SPK/EST/CG/I/16,2016-01-27,0,0,50,22006186,0
3,181/SPK/EST/CG/X/15,BAP 16-0057,181/SPK/EST/CG/X/15,2015-10-16,1,100,45,37125000,0
3,209/SBM/Prom/Mkt/XI/15,BAP 16-0058,209/SBM/Prom/Mkt/XI/15,2016-01-01,3,8,8,2564103,0
3,228/SBM/1/41.1.7/XII/15,BAP 16-0059,228/SBM/1/41.1.7/XII/15,2015-12-11,1,100,100,6382979,0
3,096/SBM/1/36.26.1/IV/13,BAP 16-0060,096/SBM/1/36.26.1/IV/13,2015-01-11,8,0,2,15928000,0
3,096/SBM/1/36.26.1/IV/13,BAP 16-0060,VO.004-096/13,2015-09-11,0,0,15,2534718,0
3,096/SBM/1/36.26.1/IV/13,BAP 16-0060,VO.004-096/13,2015-09-11,1,100,85,14363402,844906
3,096/SBM/1/36.26.1/IV/13,BAP 16-0060,ADD 15-0001,2015-09-25,0,0,15,3903750,0
3,096/SBM/1/36.26.1/IV/13,BAP 16-0060,ADD 15-0001,2015-09-25,1,100,85,22121250,1301250
3,096/SBM/1/36.26.1/IV/13,BAP 16-0060,VO.004-096/13,2016-01-11,2,0,3,506944,0
3,096/SBM/1/36.26.1/IV/13,BAP 16-0060,ADD 15-0001,2016-02-11,2,0,3,780750,0
3,096/SBM/1/36.26.1/IV/13,BAP 16-0060,ADD 15-0001,2016-02-11,3,0,2,520500,0
3,096/SBM/1/36.26.1/IV/13,BAP 16-0060,VO.004-096/13,2016-02-11,3,0,2,337962,0
3,122/SBM/1/1.2.4/VI/15,BAP 16-0061,122/SBM/1/1.2.4/VI/15,2015-11-24,5,0,5,9000000,0
3,122/SBM/1/1.2.4/VI/15,BAP 16-0061,VO.001-122/15,2016-01-20,2,0,5,660000,0
3,234/SBM/1/41.6.6/XII/15,BAP 16-0062,234/SBM/1/41.6.6/XII/15,2015-12-17,0,0,15,21375000,0
3,233/SBM/1/41.5.6/XII/15,BAP 16-0063,233/SBM/1/41.5.6/XII/15,2015-12-18,0,0,15,15900000,0
3,231/SBM/1/41.6.6/XII/15,BAP 16-0064,231/SBM/1/41.6.6/XII/15,2015-12-18,0,0,15,11250000,0
3,135/SBM/1/31.26.1/VIII/15,BAP 16-0065,135/SBM/1/31.26.1/VIII/15,2015-10-03,3,31,31,103574100,5178705
3,108/SBM/1/31.26.1/VI/15,BAP 16-0066,108/SBM/1/31.26.1/VI/15,2015-08-03,3,19,19,63074303,3153715
3,150/SBM/1/38.26.1/VIII/15,BAP 16-0067,150/SBM/1/38.26.1/VIII/15,2015-12-21,5,11,11,30754146,1537707
3,010/SPK/EST/CG/I/16,BAP 16-0068,010/SPK/EST/CG/I/16,2016-02-01,2,50,50,8743168,0
3,147/SPK/EST/CG/VIII/15,BAP 16-0069,147/SPK/EST/CG/VIII/15,2016-01-21,6,17,17,30259875,0
3,148/SPK/EST/CG/VIII/15,BAP 16-0070,148/SPK/EST/CG/VIII/15,2016-01-26,6,17,17,76368515,0
3,149/SPK/EST/CG/VIII/15,BAP 16-0071,149/SPK/EST/CG/VIII/15,2016-01-21,6,17,17,31439947,0
3,011/SPK/FP/CG/I/16,BAP 16-0072,011/SPK/FP/CG/I/16,2016-02-01,2,50,50,6600000,0
3,009/SPK/EST/CG/I/16,BAP 16-0073,009/SPK/EST/CG/I/16,2016-02-01,2,50,50,11222997,0
3,218/SPK/EST/CG/XI/15,BAP 16-0074,218/SPK/EST/CG/XI/15,2015-11-27,1,8,8,3900000,0
3,218/SPK/EST/CG/XI/15,BAP 16-0075,218/SPK/EST/CG/XI/15,2015-12-27,2,8,8,3900000,0
3,218/SPK/EST/CG/XI/15,BAP 16-0076,218/SPK/EST/CG/XI/15,2016-01-27,3,8,8,3900000,0
3,020/SPK/EST/CG/I/16,BAP 16-0077,020/SPK/EST/CG/I/16,2016-01-21,1,100,100,1500000,0
3,023/SBM/1/41.12.5/II/16,BAP 16-0078,023/SBM/1/41.12.5/II/16,2016-02-04,1,100,100,5600280,0
3,021/SPK/EST/CG/I/16,BAP 16-0079,021/SPK/EST/CG/I/16,2016-01-28,1,100,100,14969085,0
3,218/SPK/EST/CG/XI/15,BAP 16-0080,218/SPK/EST/CG/XI/15,2016-02-27,4,8,8,3900000,0
3,016/SPK/EST/CG/I/16,BAP 16-0081,016/SPK/EST/CG/I/16,2016-01-01,1,33,33,9218000,0
3,016/SPK/EST/CG/I/16,BAP 16-0081,VO.001-016/16,2016-02-17,1,0,100,-484000,0
3,196/SPK/EST/CG/XI/15,BAP 16-0082,196/SPK/EST/CG/XI/15,2016-03-02,5,17,17,18900000,0
3,050/SPK/EST/CG/III/15,BAP 16-0083,050/SPK/EST/CG/III/15,2016-02-11,12,8,8,59500000,0
3,366/SBM/1/35.26.1/XI/13,BAP 16-0084,366/SBM/1/35.26.1/XI/13,2015-07-26,9,0,2,19152000,0
3,366/SBM/1/35.26.1/XI/13,BAP 16-0084,VO.002-366/13,2016-02-11,0,0,15,1077339,0
3,366/SBM/1/35.26.1/XI/13,BAP 16-0084,VO.002-366/13,2016-02-11,1,100,85,6104921,359113
3,366/SBM/1/35.26.1/XI/13,BAP 16-0084,VO.002-366/13,2016-02-11,2,0,3,215468,0
3,366/SBM/1/35.26.1/XI/13,BAP 16-0084,VO.002-366/13,2016-02-23,3,0,2,143645,0
3,015/SBM/1/27.26.1/II/14,BAP 16-0085,015/SBM/1/27.26.1/II/14,2015-11-20,7,0,2,13356000,0
3,015/SBM/1/27.26.1/II/14,BAP 16-0085,VO.001-015/14,2016-08-18,3,0,2,366846,0
3,067/SBM/1/27.26.1/III/14,BAP 16-0086,067/SBM/1/27.26.1/III/14,2015-12-10,7,0,2,10636800,0
3,067/SBM/1/27.26.1/III/14,BAP 16-0086,VO.001-067/14,2016-08-18,3,0,2,342780,0
3,019/SPK/EST/CG/I/16,BAP 16-0087,019/SPK/EST/CG/I/16,2016-01-22,0,0,30,7643850,0
3,019/SPK/EST/CG/I/16,BAP 16-0087,019/SPK/EST/CG/I/16,2016-01-22,1,100,65,16561676,0
3,003/SPK/EST/CG/I/16,BAP 16-0088,003/SPK/EST/CG/I/16,2016-01-14,0,0,30,9000000,0
3,003/SPK/EST/CG/I/16,BAP 16-0088,003/SPK/EST/CG/I/16,2016-01-14,1,100,65,19500000,0
3,012/SPK/EST/CG/I/16,BAP 16-0089,012/SPK/EST/CG/I/16,2016-02-02,1,100,45,19805567,0
3,013/SPK/EST/CG/I/16,BAP 16-0090,013/SPK/EST/CG/I/16,2016-01-01,1,33,33,27501030,0
3,013/SPK/EST/CG/I/16,BAP 16-0090,VO.001-013/16,2016-02-23,1,0,100,-148453,0
3,015/SPK/EST/CG/I/16,BAP 16-0091,015/SPK/EST/CG/I/16,2016-02-17,1,33,33,15402061,0
3,015/SPK/EST/CG/I/16,BAP 16-0091,VO.001-015/16,2016-02-23,1,0,100,426804,0
3,204/SBM/1/38.4.4/XI/15,BAP 16-0092,204/SBM/1/38.4.4/XI/15,2015-11-10,1,100,50,23750000,0
3,026/SPK/EST/CG/II/16,BAP 16-0093,026/SPK/EST/CG/II/16,2016-02-16,0,0,45,4590000,0
3,026/SPK/EST/CG/II/16,BAP 16-0093,026/SPK/EST/CG/II/16,2016-02-16,1,100,50,5100000,0
