BAP 17-0070,023/PGM/1/1.12.5/IV/17,2017-05-23,023/PGM/1/1.12.5/IV/17
BAP 17-0070,023/PGM/1/1.12.5/IV/17,2017-05-23,023/PGM/1/1.12.5/IV/17
BAP 17-0071,046/PGM/1/1.12.1/XI/16,2017-05-23,046/PGM/1/1.12.1/XI/16
BAP 17-0072,022/PGM/1/1.3.4/IV/17,2017-05-23,022/PGM/1/1.3.4/IV/17
BAP 17-0073,028/PGM/1/1.27.4/V/17,2017-05-23,028/PGM/1/1.27.4/V/17
BAP 17-0076,030/PGM/1/1.4.4/V/17,2017-05-30,030/PGM/1/1.4.4/V/17
BAP 17-0077,013/PGM/1/1.27.8/III/17,2017-05-23,013/PGM/1/1.27.8/III/17
BAP 17-0078,018/PGM/MKT/PROM/III/17,2017-05-30,018/PGM/MKT/PROM/III/17
BAP 17-0079,019/PGM/1/1.5.4/VIII/16,2017-06-05,019/PGM/1/1.5.4/VIII/16
BAP 17-0080,027/PGM/1/1.27.3/IV/17,2017-06-08,027/PGM/1/1.27.3/IV/17
BAP 17-0080,027/PGM/1/1.27.3/IV/17,2017-06-08,027/PGM/1/1.27.3/IV/17
BAP 17-0080,027/PGM/1/1.27.3/IV/17,2017-06-08,027/PGM/1/1.27.3/IV/17
BAP 17-0080,027/PGM/1/1.27.3/IV/17,2017-06-08,027/PGM/1/1.27.3/IV/17
BAP 17-0080,027/PGM/1/1.27.3/IV/17,2017-06-08,027/PGM/1/1.27.3/IV/17
BAP 17-0080,027/PGM/1/1.27.3/IV/17,2017-06-08,027/PGM/1/1.27.3/IV/17
BAP 17-0081,045/PGM/1/1.27.3/XI/16,2017-06-08,045/PGM/1/1.27.3/XI/16
BAP 17-0082,008/PGM/1/1.4.4/I/17,2017-06-08,008/PGM/1/1.4.4/I/17
BAP 17-0083,021/PGM/1/1.3.4/IV/17,2017-06-16,021/PGM/1/1.3.4/IV/17
BAP 17-0084,022/PGM/1/1.3.4/IV/17,2017-06-22,022/PGM/1/1.3.4/IV/17
BAP 17-0085,028/PGM/1/1.27.4/V/17,2017-07-14,028/PGM/1/1.27.4/V/17
BAP 17-0085,028/PGM/1/1.27.4/V/17,2017-07-14,028/PGM/1/1.27.4/V/17
BAP 17-0085,028/PGM/1/1.27.4/V/17,2017-07-14,028/PGM/1/1.27.4/V/17
BAP 17-0085,028/PGM/1/1.27.4/V/17,2017-07-14,028/PGM/1/1.27.4/V/17
BAP 17-0085,028/PGM/1/1.27.4/V/17,2017-07-14,028/PGM/1/1.27.4/V/17
BAP 17-0086,034/PGM/1/1.27.3/IV/17,2017-09-19,034/PGM/1/1.27.3/IV/17
BAP 17-0086,034/PGM/1/1.27.3/IV/17,2017-09-19,034/PGM/1/1.27.3/IV/17
BAP 17-0087,045/PGM/1/1.27.3/XI/16,2017-07-25,045/PGM/1/1.27.3/XI/16
BAP 17-0087,045/PGM/1/1.27.3/XI/16,2017-07-25,045/PGM/1/1.27.3/XI/16
BAP 17-0087,045/PGM/1/1.27.3/XI/16,2017-07-25,045/PGM/1/1.27.3/XI/16
BAP 17-0088,022/PGM/1/1.3.4/IV/17,2017-08-08,022/PGM/1/1.3.4/IV/17
BAP 17-0089,019/PGM/1/1.13.4/IV/17,2017-08-03,019/PGM/1/1.13.4/IV/17
BAP 17-0090,033/PGM/MKT/PROM/VI/17,2017-08-03,033/PGM/MKT/PROM/VI/17
BAP 17-0091,053/PGM/1/1.1.4/XII/16,2017-08-14,053/PGM/1/1.1.4/XII/16
BAP 17-0092,003/PGM/1/1.4.4/I/17,2017-08-22,003/PGM/1/1.4.4/I/17
BAP 17-0093,021/PGM/1/1.3.4/IV/17,2017-09-14,021/PGM/1/1.3.4/IV/17
BAP 17-0094,004/PGM/1/1.12.5/I/17,2017-09-19,004/PGM/1/1.12.5/I/17
BAP 17-0094,004/PGM/1/1.12.5/I/17,2017-09-19,004/PGM/1/1.12.5/I/17
BAP 17-0094,004/PGM/1/1.12.5/I/17,2017-09-19,004/PGM/1/1.12.5/I/17
BAP 17-0094,004/PGM/1/1.12.5/I/17,2017-09-19,004/PGM/1/1.12.5/I/17
BAP 17-0094,004/PGM/1/1.12.5/I/17,2017-09-19,004/PGM/1/1.12.5/I/17
BAP 17-0094,004/PGM/1/1.12.5/I/17,2017-09-19,004/PGM/1/1.12.5/I/17
BAP 17-0094,004/PGM/1/1.12.5/I/17,2017-09-19,004/PGM/1/1.12.5/I/17
BAP 17-0094,004/PGM/1/1.12.5/I/17,2017-09-19,004/PGM/1/1.12.5/I/17
BAP 17-0095,022/PGM/1/1.3.4/IV/17,2017-08-31,022/PGM/1/1.3.4/IV/17
BAP 17-0096,030/PGM/1/1.4.4/V/17,2017-09-07,030/PGM/1/1.4.4/V/17
BAP 17-0097,036/PGM/1/1.12.5/VII/17,2017-10-03,036/PGM/1/1.12.5/VII/17
BAP 17-0098,023/PGM/1/1.12.5/IV/17,2017-10-03,023/PGM/1/1.12.5/IV/17
BAP 17-0098,023/PGM/1/1.12.5/IV/17,2017-10-03,023/PGM/1/1.12.5/IV/17
BAP 17-0098,023/PGM/1/1.12.5/IV/17,2017-10-03,023/PGM/1/1.12.5/IV/17
BAP 17-0098,023/PGM/1/1.12.5/IV/17,2017-10-03,023/PGM/1/1.12.5/IV/17
BAP 17-0098,023/PGM/1/1.12.5/IV/17,2017-10-03,023/PGM/1/1.12.5/IV/17
BAP 17-0099,025/PGM/1/1.12.5/IV/17,2017-10-17,025/PGM/1/1.12.5/IV/17
BAP 17-0099,025/PGM/1/1.12.5/IV/17,2017-10-17,025/PGM/1/1.12.5/IV/17
BAP 17-0099,025/PGM/1/1.12.5/IV/17,2017-10-17,025/PGM/1/1.12.5/IV/17
BAP 17-0099,025/PGM/1/1.12.5/IV/17,2017-10-17,025/PGM/1/1.12.5/IV/17
BAP 17-0099,025/PGM/1/1.12.5/IV/17,2017-10-17,025/PGM/1/1.12.5/IV/17
BAP 17-0100,035/PGM/1/1.2.4/VIII/17,2017-09-22,035/PGM/1/1.2.4/VIII/17
BAP 17-0101,016/PGM/MKT/PROM/III/17,2017-10-03,016/PGM/MKT/PROM/III/17
BAP 17-0102,033/PGM/MKT/PROM/VI/17,2017-10-03,033/PGM/MKT/PROM/VI/17
BAP 17-0103,036/PGM/1/1.12.5/VII/17,,036/PGM/1/1.12.5/VII/17
BAP 17-0104,037/PGM/1/7.26.1/IX/17,2017-10-05,037/PGM/1/7.26.1/IX/17
BAP 17-0106,006/PGM/1/1.4.4/I/17,2017-05-23,006/PGM/1/1.4.4/I/17
BAP 17-0108,006/PGM/1/1.4.4/I/17,2017-10-03,006/PGM/1/1.4.4/I/17
BAP 17-0109,040/PGM/1/1.1.4/IX/17,2017-10-10,040/PGM/1/1.1.4/IX/17
BAP 17-0111,035/PGM/1/1.2.4/VIII/17,2017-10-12,035/PGM/1/1.2.4/VIII/17
BAP 17-0116,043/PGM/1/1.27.3/XI/16,2017-10-17,043/PGM/1/1.27.3/XI/16
BAP 17-0116,043/PGM/1/1.27.3/XI/16,2017-10-17,043/PGM/1/1.27.3/XI/16
BAP 17-0116,043/PGM/1/1.27.3/XI/16,2017-10-17,043/PGM/1/1.27.3/XI/16
BAP 17-0116,043/PGM/1/1.27.3/XI/16,2017-10-17,043/PGM/1/1.27.3/XI/16
BAP 17-0116,043/PGM/1/1.27.3/XI/16,2017-10-17,043/PGM/1/1.27.3/XI/16
BAP 17-0116,043/PGM/1/1.27.3/XI/16,2017-10-17,043/PGM/1/1.27.3/XI/16
BAP 17-0116,043/PGM/1/1.27.3/XI/16,2017-10-17,043/PGM/1/1.27.3/XI/16
BAP 17-0116,043/PGM/1/1.27.3/XI/16,2017-10-17,043/PGM/1/1.27.3/XI/16
BAP 17-0117,014/PGM/1/1.27.8/III/17,2017-10-17,014/PGM/1/1.27.8/III/17
BAP 17-0117,014/PGM/1/1.27.8/III/17,2017-10-17,014/PGM/1/1.27.8/III/17
BAP 17-0118,040/PGM/1/1.1.4/IX/17,2017-10-17,040/PGM/1/1.1.4/IX/17
BAP 17-0119,039/PGM/1/7.26.1/IX/17,2017-10-17,039/PGM/1/7.26.1/IX/17
BAP 17-0122,005/PGM/1/1.11.4/I/17,2017-11-30,005/PGM/1/1.11.4/I/17
BAP 17-0122,005/PGM/1/1.11.4/I/17,2017-11-30,005/PGM/1/1.11.4/I/17
BAP 17-0122,005/PGM/1/1.11.4/I/17,2017-11-30,005/PGM/1/1.11.4/I/17
BAP 17-0122,005/PGM/1/1.11.4/I/17,2017-11-30,005/PGM/1/1.11.4/I/17
BAP 17-0122,005/PGM/1/1.11.4/I/17,2017-11-30,005/PGM/1/1.11.4/I/17
BAP 17-0122,005/PGM/1/1.11.4/I/17,2017-11-30,005/PGM/1/1.11.4/I/17
