project_id,no_spk,no_bap,date,termyn,job_percent,payment_percent,nilai,retensi
61,053/PGM/1/1.12.5/XII/17,BAP 18-0106,2018-08-08,1,100,100,-2863325,0
61,010/PGM/1/1.1.7/VIII/15,BAP 18-0109,2015-08-21,0,35,35,157500000,0
61,010/PGM/1/1.1.7/VIII/15,BAP 18-0110,2015-08-21,1,30,30,292500000,0
61,010/PGM/1/1.1.7/VIII/15,BAP 18-0111,2015-11-09,2,35,35,157500000,0
61,037/PGM/1/7.26.1/IX/17,BAP 18-0112,2018-01-22,5,12,12,615550967,30777548
61,008/PGM/1/7.26.1/II/18,BAP 18-0113,2018-04-09,2,21,21,711570231,35571651
61,029/PGM/1/1.27.1/VI/18,BAP 18-0115,2018-07-06,1,79,44,47232192,4260010
61,013/PGM/1/1.5.7/IV/18,BAP 18-0116,2018-06-21,2,15,15,628065000,31403250
61,045/PGM/1/1.12.5/VIII/18,BAP 18-0118,2018-08-14,0,0,30,7343750,0
61,030/PGM/1/1.1.8/VI/18,BAP 18-0119,2018-06-29,1,100,50,4300000,0
61,032/PGM/1/7.26.1/VI/18,BAP 18-0120,2018-06-12,0,0,15,325620826,0
61,032/PGM/1/7.26.1/VI/18,BAP 18-0120,2018-08-28,0,0,15,-23215140,0
61,017/PGM/1/7.26.1/III/18,BAP 18-0121,2018-03-29,0,0,15,294299640,0
61,007/PGM/1/1.3.4/II/18,BAP 18-0122,2018-08-07,3,0,5,10259812,0
61,034/PGM/1/1.12.5/V/18,BAP 18-0123,2018-07-26,1,17,17,9900000,0
61,036/PGM/1/7.26.2/VII/18,BAP 18-0124,2018-07-27,0,0,15,762068182,0
61,050/PGM/1/1.27.3/VIII/18,BAP 18-0125,2018-08-27,0,0,30,19252740,0
61,010/PGM/1/1.5.6/II/18,BAP 18-0127,2018-08-11,6,0,5,4984000,0
61,010/PGM/1/1.5.6/II/18,BAP 18-0127,2018-02-26,0,0,30,1380000,0
61,010/PGM/1/1.5.6/II/18,BAP 18-0127,2018-03-14,1,44,14,644000,101200
61,010/PGM/1/1.5.6/II/18,BAP 18-0127,2018-04-14,2,14,14,644000,32200
61,010/PGM/1/1.5.6/II/18,BAP 18-0127,2018-05-14,3,14,14,644000,32200
61,010/PGM/1/1.5.6/II/18,BAP 18-0127,2018-06-14,4,14,14,644000,32200
61,010/PGM/1/1.5.6/II/18,BAP 18-0127,2018-07-14,5,14,14,644000,32200
61,010/PGM/1/1.5.6/II/18,BAP 18-0127,2018-08-11,6,0,5,230000,0
61,006/PGM/1/1.2.4/II/18,BAP 18-0128,2018-04-22,3,12,12,704383890,35219195
61,039/PGM/1/7.26.1/IX/17,BAP 18-0131,2018-01-26,5,11,11,331513553,16571049
61,018/PGM/1/7.26.1/IV/18,BAP 18-0132,2018-04-11,1,36,21,300032005,25747732
61,009/PGM/1/7.26.1/III/18,BAP 18-0133,2018-05-13,3,8,8,211592485,10575598
61,004/PGM/1/1.1.8/I/18,BAP 18-0134,2018-02-09,1,100,100,2375000,0
61,025/PGM/1/1.1.7/V/18,BAP 18-0135,2018-05-28,1,100,100,9000000,0
61,022/PGM/1/1.4.4/V/18,BAP 18-0136,2018-06-05,1,62,47,1064589370,70337719
61,024/PGM/1.4.4/V/18,BAP 18-0137,2018-05-14,0,0,15,24277350,0
61,024/PGM/1.4.4/V/18,BAP 18-0137,2018-05-30,1,44,29,46337369,3530736
61,039/PGM/1/1.3.4/VII/18,BAP 18-0138,2018-07-30,0,0,15,112500000,0
61,019/PGM/1/1.1.4/IV/18,BAP 18-0139,2018-08-30,2,70,25,22312500,0
61,046/PGM/1/1.12.5/VIII/18,BAP 18-0140,2018-08-14,0,0,30,12905156,0
61,026/PGM/1/1.12.5/V/18,BAP 18-0141,2018-07-24,3,17,17,9900000,0
61,027/PGM/1/1.27.4/V/18,BAP 18-0142,2018-08-03,2,0,5,2732125,0
61,042/PGM/1/7.26.1/VIII/18,BAP 18-0143,2018-08-02,0,0,15,87362834,0
61,034/PGM/1/1.12.5/V/18,BAP 18-0144,2018-08-26,2,17,17,9900000,0
61,031/PGM/1/7.26.1/VI/18,BAP 18-0145,2018-06-08,0,0,15,439958689,0
61,052/PGM/1/1.12.5/VIII/18,BAP 18-0146,2018-08-27,0,0,30,11656250,0
61,041/PGM/1/7.4.4/IX/17,BAP 18-0147,2018-04-09,6,10,10,928467900,46423395
61,044/PGM/1/1.11.3/X/17,BAP 18-0148,2018-05-20,3,5,5,15550000,777500
61,044/PGM/1/1.11.3/X/17,BAP 18-0148,2018-06-20,4,5,5,15550000,777500
61,044/PGM/1/1.11.3/X/17,BAP 18-0148,2018-07-20,5,5,5,15550000,777500
61,016/PGM/1/1.12.5/III/18,BAP 18-0150,2018-03-27,0,0,30,46200000,0
61,016/PGM/1/1.12.5/III/18,BAP 18-0151,2018-09-26,1,60,30,46200000,0
61,054/PGM/1/1.3.4/IX/18,BAP 18-0152,2018-09-04,0,0,30,9653125,0
61,029/PGM/1/1.27.1/VI/18,BAP 18-0153,2018-08-06,2,5,5,5814528,290726
61,029/PGM/1/1.27.1/VI/18,BAP 18-0153,2018-09-06,3,5,5,5814528,290726
61,029/PGM/1/1.27.1/VI/18,BAP 18-0153,2018-10-06,4,5,5,5814528,290726
61,029/PGM/1/1.27.1/VI/18,BAP 18-0153,2018-11-06,5,5,5,5836224,291811
