10,60, 224.01.00 , 13 , m2 ,450000.00
10,60, 225.02.00 ,1, Ls ,556430145.00
10,60, 225.04.00 , 138 , ttk ,17300000.00
10,60, 225.05.00 , 1 , unit ,35000000.00
