9744,2097,6733,,3,72.00,63.00,1,,57365
9744,2097,6733,,5,72.00,63.00,1,,57366
9744,2097,6733,,7,72.00,63.00,1,,57367
9744,2097,6733,,9,72.00,63.00,1,,57368
9744,2097,6733,,11,72.00,63.00,1,,57369
9744,2097,6733,,15,72.00,63.00,1,,57370
9744,2097,6733,,17,72.00,63.00,1,,57371
9744,2097,6733,,19,72.00,63.00,1,,57372
9744,2097,6733,,21,72.00,63.00,1,,57373
9744,2097,6733,,23,72.00,63.00,1,,57374
9744,2097,6733,,25,72.00,63.00,1,,57375
9744,2097,6733,,27,72.00,63.00,1,,57376
9744,2097,6733,,29,72.00,63.00,1,,57377
9744,2097,6733,,33,72.00,63.00,1,,57378
9744,2097,6733,,35,72.00,63.00,1,,57379
9744,2097,6753,,1,88.00,.00,1,,57380
9744,2097,6753,,37,103.96,.00,1,,57381
9744,2097,6753,,2,107.61,.00,1,,57382
9744,2097,6733,,6,72.00,63.00,1,,57383
9744,2097,6733,,8,72.00,63.00,1,,57384
9744,2097,6733,,10,72.00,63.00,1,,57385
9744,2097,6733,,12,72.00,63.00,1,,57386
9744,2097,6733,,16,72.00,63.00,1,,57387
9744,2097,6733,,18,72.00,63.00,1,,57388
9744,2097,6733,,20,72.00,63.00,1,,57389
9744,2097,6733,,26,72.00,63.00,1,,57390
9744,2097,6733,,28,72.00,63.00,1,,57391
9744,2097,6733,,30,72.00,63.00,1,,57392
9744,2097,6733,,32,72.00,63.00,1,,57393
9744,2097,6733,,36,72.00,63.00,1,,57394
9744,2097,6753,,38,105.37,.00,1,,57395
9744,2097,6753,,F01/01,88.00,63.00,1,,57396
9744,2097,6733,,F1/03,72.00,63.00,1,,57397
9744,2097,6733,,F1/05,72.00,63.00,1,,57398
9744,2097,6733,,F1/07,72.00,63.00,1,,57399
9744,2097,6733,,F1/09,72.00,63.00,1,,57400
9744,2097,6733,,F1/11,72.00,63.00,1,,57401
9744,2097,6733,,F1/13,72.00,63.00,1,,57402
9744,2097,6733,,F1/15,72.00,63.00,1,,57403
9744,2097,6733,,F1/17,72.00,63.00,1,,57404
9744,2097,6733,,F1/19,72.00,63.00,1,,57405
