60,Cluster A,62879.36,31186.48,2609,1,A,Blok A
60,B,44312.09,25485.45,,1,,
60,C,63674.48,34091.35,,1,,
60,D,49289.83,18027.99,,1,,
60,Lagoon Residence,39160.14,21028.84,2428,1,E,Blok E
60,Fraser Park,57140.59,32139.75,2427,1,F,Blok F
60,G,34879.58,17028.90,,1,,
60,H,10504.56,0.00,,1,,
60,I,8892.70,9261.23,,1,,
60,Jalan,22922.91,0.00,,0,,
