L6 STD ,34,21,4,2,1,1,0,1,2,1,1,0,0,42500000
L6 STD-10 ,15,5,1,0,1,0,0,3,2,1,2,0,0,41000000
L6 STD-15,46,34,1,2,2,1,0,3,0,1,2,0,0,43200000
L6 STD-92,4,3,0,1,0,0,0,0,0,0,0,0,0,43200000
L6 BRT,3,3,0,0,0,0,0,0,0,0,0,0,0,43400000
L6 56,6,6,0,0,0,0,0,0,0,0,0,0,0,44300000
L6 56 STD 10,9,9,0,0,0,0,0,0,0,0,0,0,0,43600000
L6 56 STD 15,4,4,0,0,0,0,0,0,0,0,0,0,0,45400000
L6 56 BRT,2,2,0,0,0,0,0,0,0,0,0,0,0,42000000
L7 BRT,13,8,1,0,2,1,0,0,0,1,0,0,0,43300000
L7 STD,31,22,0,1,1,1,0,1,2,1,2,0,0,42000000
